TradeID,UserID,StockID,OrderType,OrderMode,TradeDate,TradeTime,Quantity,PricePerShare,TotalValue,BrokerageFee,Exchange,Sector,TradeStatus,SettlementDate,Currency,StopLoss,TargetPrice,HoldingType
12033,89,58,Buy,Market,22-04-2025,23:41:22,708,4818.44,3411455.52,58.34,NSE,IT,Executed,14-02-2025,INR,4776.59,4852.01,F&O
12034,493,113,Buy,Market,29-08-2024,01:07:25,32,497.03,15904.96,96.74,BSE,FMCG,Executed,18-04-2025,INR,490.14,523.24,F&O
12035,472,93,Sell,Market,29-08-2024,00:45:30,302,2914.41,880151.82,92.86,NSE,Energy,Pending,12-07-2025,INR,2876.13,2961.5,Intraday
12036,46,215,Sell,StopLoss,29-12-2024,07:03:27,155,2513.71,389625.05,45.24,NSE,IT,Executed,21-08-2024,INR,2481.72,2520.07,Intraday
12037,211,66,Buy,StopLoss,25-11-2024,17:13:08,648,110.36,71513.28,51.15,NSE,IT,Pending,23-12-2024,INR,97.61,141.21,Intraday
12038,139,6,Buy,Limit,13-05-2025,21:06:22,180,2310.36,415864.8,34.51,NSE,IT,Pending,11-03-2025,INR,2292.48,2315.5,Delivery
12039,159,130,Buy,Market,13-07-2025,03:55:41,259,787.85,204053.15,17.7,BSE,Energy,Pending,28-12-2024,INR,748.19,812.78,Intraday
12040,368,236,Sell,StopLoss,06-03-2025,09:54:01,842,2529.02,2129434.84,8.66,NSE,Auto,Pending,17-03-2025,INR,2479.81,2545.2,F&O
12041,181,124,Buy,StopLoss,17-11-2024,03:56:19,924,4309.46,3981941.04,46.27,BSE,IT,Pending,06-04-2025,INR,4268.69,4355.21,F&O
12042,370,294,Buy,StopLoss,29-10-2024,06:10:44,172,1963.79,337771.88,66.74,BSE,FMCG,Pending,02-07-2025,INR,1950.81,1981.85,Delivery
12043,269,282,Buy,Market,02-07-2025,08:02:44,729,253.83,185042.07,6.37,BSE,Energy,Pending,24-10-2024,INR,248.63,275.8,Intraday
12044,42,22,Sell,Limit,21-07-2025,04:37:27,665,411.56,273687.4,90.34,BSE,FMCG,Executed,03-04-2025,INR,374.4,431.48,Delivery
12045,481,134,Sell,Limit,26-03-2025,02:20:22,163,3204.48,522330.24,65.48,NSE,Auto,Executed,11-06-2025,INR,3179.57,3234.18,Intraday
12046,42,257,Buy,StopLoss,20-02-2025,18:02:56,620,3588.67,2224975.4,68,NSE,Energy,Cancelled,23-07-2025,INR,3541.52,3638.23,Delivery
12047,136,23,Sell,Market,02-06-2025,04:32:20,570,336.96,192067.2,81.32,BSE,Energy,Executed,06-08-2025,INR,326.45,365.8,Delivery
12048,116,23,Buy,Limit,28-11-2024,20:00:13,136,2417.3,328752.8,23.96,BSE,Energy,Pending,26-04-2025,INR,2393.15,2433.07,F&O
12049,405,31,Buy,StopLoss,29-04-2025,21:04:50,937,2472.95,2317154.15,41.56,BSE,FMCG,Executed,28-12-2024,INR,2448.95,2481.35,Intraday
12050,257,121,Sell,Limit,04-12-2024,12:22:29,429,3438.74,1475219.46,39.42,BSE,Energy,Executed,15-12-2024,INR,3425.35,3468.54,Intraday
12051,65,184,Buy,Limit,27-12-2024,04:48:35,136,1427.79,194179.44,14.3,NSE,Auto,Executed,27-02-2025,INR,1378.93,1476.86,F&O
12052,133,143,Buy,Limit,09-01-2025,22:23:53,818,4266.35,3489874.3,93.5,NSE,Auto,Executed,26-11-2024,INR,4221.85,4315.7,F&O
12053,200,81,Sell,Market,03-09-2024,06:24:11,560,385.04,215622.4,43.69,NSE,Energy,Cancelled,10-06-2025,INR,343.54,413.16,Delivery
12054,476,235,Buy,Limit,23-05-2025,00:11:26,407,1282.81,522103.67,77.34,NSE,FMCG,Pending,16-02-2025,INR,1254.86,1313.71,Intraday
12055,270,272,Buy,StopLoss,04-08-2025,21:20:15,437,1413.32,617620.84,25.69,BSE,Energy,Pending,21-03-2025,INR,1400.65,1453.85,F&O
12056,246,287,Buy,StopLoss,12-08-2025,21:29:23,780,4665.78,3639308.4,94.52,NSE,FMCG,Cancelled,20-08-2024,INR,4642.08,4674.81,F&O
12057,332,292,Buy,Market,22-01-2025,09:28:48,877,2461.19,2158463.63,78.39,NSE,Auto,Pending,11-07-2025,INR,2426.35,2498.14,F&O
12058,216,223,Sell,Limit,31-10-2024,19:41:43,324,1608.2,521056.8,58.85,NSE,Pharma,Executed,03-08-2025,INR,1596.76,1639.84,Delivery
12059,451,39,Sell,StopLoss,08-07-2025,17:35:11,251,4864.67,1221032.17,86.71,BSE,IT,Executed,02-02-2025,INR,4833.98,4869.87,F&O
12060,177,25,Buy,Market,27-04-2025,02:44:03,683,1940.64,1325457.12,38.92,BSE,Pharma,Cancelled,06-01-2025,INR,1899.29,1960.77,Intraday
12061,185,120,Sell,StopLoss,19-11-2024,17:41:50,507,2446.35,1240299.45,13.49,NSE,FMCG,Cancelled,18-03-2025,INR,2422.04,2493.97,Intraday
12062,265,151,Sell,StopLoss,13-10-2024,08:51:47,24,1175.44,28210.56,90.71,BSE,IT,Cancelled,04-06-2025,INR,1162.87,1195.33,F&O
12063,419,144,Sell,Limit,25-01-2025,13:20:46,595,704.15,418969.25,9.07,BSE,Banking,Pending,20-05-2025,INR,693.18,738.36,Intraday
12064,22,254,Buy,StopLoss,06-06-2025,13:28:42,763,1093.2,834111.6,93.89,BSE,Pharma,Cancelled,04-11-2024,INR,1048.51,1106.46,Delivery
12065,109,70,Buy,StopLoss,28-01-2025,17:59:12,806,4863.4,3919900.4,54.96,NSE,Auto,Cancelled,28-03-2025,INR,4833.48,4888.03,Intraday
12066,466,72,Sell,Market,17-10-2024,23:11:25,475,141.19,67065.25,42.9,BSE,Auto,Pending,19-12-2024,INR,110.84,157.56,Intraday
12067,85,242,Sell,Limit,06-08-2025,22:18:29,614,3501.08,2149663.12,70.95,NSE,Banking,Executed,15-03-2025,INR,3476.35,3536.33,Intraday
12068,140,111,Sell,StopLoss,20-04-2025,02:14:48,747,2629.84,1964490.48,92.32,BSE,IT,Pending,11-04-2025,INR,2591,2639.1,F&O
12069,205,25,Buy,Market,08-12-2024,15:39:32,239,452.04,108037.56,98.12,BSE,Pharma,Executed,15-02-2025,INR,411.89,496.43,Intraday
12070,159,124,Sell,Market,05-08-2025,15:37:40,989,2741.22,2711066.58,16.48,BSE,IT,Cancelled,19-03-2025,INR,2730.73,2746.74,Intraday
12071,341,50,Buy,StopLoss,29-05-2025,21:38:38,16,2797.57,44761.12,78.6,NSE,Banking,Cancelled,10-11-2024,INR,2778.07,2843.4,Delivery
12072,10,170,Buy,Limit,05-01-2025,09:44:33,395,4197.44,1657988.8,72.99,BSE,Energy,Cancelled,25-07-2025,INR,4155.39,4237.72,Delivery
12073,173,201,Buy,Market,06-09-2024,17:20:46,992,3131.36,3106309.12,71.14,NSE,IT,Executed,16-06-2025,INR,3091.26,3162.01,Intraday
12074,107,24,Sell,StopLoss,17-06-2025,16:45:51,821,2154.45,1768803.45,8.86,BSE,Pharma,Executed,13-04-2025,INR,2145.37,2178.07,Delivery
12075,371,194,Buy,Market,09-12-2024,08:04:36,181,3088.06,558938.86,58.65,BSE,Auto,Executed,14-06-2025,INR,3040.28,3136.14,F&O
12076,167,187,Buy,Market,07-07-2025,13:13:33,630,157.21,99042.3,77.87,BSE,Energy,Pending,08-09-2024,INR,140.25,171.05,F&O
12077,497,283,Sell,Market,12-07-2025,07:57:31,110,2223.11,244542.1,50.21,NSE,Banking,Pending,15-02-2025,INR,2189.65,2248.06,Intraday
12078,10,114,Buy,StopLoss,31-08-2024,06:17:25,975,827.45,806763.75,93.82,NSE,FMCG,Pending,20-11-2024,INR,802.27,871.86,Intraday
12079,171,60,Sell,Limit,19-03-2025,13:37:10,570,4521.26,2577118.2,7.56,BSE,Auto,Pending,09-09-2024,INR,4500.63,4540.28,F&O
12080,457,130,Buy,Limit,18-05-2025,20:33:12,985,107.91,106291.35,93.73,BSE,Energy,Cancelled,24-03-2025,INR,87.82,147.99,Intraday
12081,4,183,Buy,Limit,22-12-2024,05:22:53,198,3872.11,766677.78,28.36,BSE,Auto,Pending,11-01-2025,INR,3851.27,3908.71,Delivery
12082,64,61,Buy,Market,26-03-2025,15:22:26,901,4435.64,3996511.64,5.48,BSE,Auto,Pending,18-04-2025,INR,4408.04,4455.17,Intraday
12083,474,39,Sell,StopLoss,03-09-2024,00:00:20,790,1178.69,931165.1,75.73,BSE,IT,Pending,18-10-2024,INR,1132.67,1197.96,F&O
12084,388,166,Sell,StopLoss,04-06-2025,16:54:34,849,3879.28,3293508.72,62.83,BSE,Banking,Cancelled,06-12-2024,INR,3846.48,3898.31,Intraday
12085,458,101,Sell,Market,14-08-2025,16:28:49,423,699.55,295909.65,80.67,NSE,Pharma,Executed,15-06-2025,INR,679.95,739.08,F&O
12086,270,200,Buy,StopLoss,18-11-2024,03:28:29,61,3275.05,199778.05,12.53,NSE,FMCG,Executed,07-08-2025,INR,3245.2,3320.08,Delivery
12087,210,24,Sell,Market,24-03-2025,22:17:22,584,4211.79,2459685.36,29.89,BSE,Pharma,Executed,16-04-2025,INR,4193.48,4224.81,F&O
12088,220,35,Buy,Market,17-02-2025,15:16:00,125,717.46,89682.5,24.25,BSE,Auto,Cancelled,28-08-2024,INR,675.9,738.07,Intraday
12089,190,42,Sell,Market,04-10-2024,11:33:46,972,4044.29,3931049.88,77.67,NSE,Auto,Pending,21-10-2024,INR,4012.77,4092.5,Delivery
12090,266,110,Sell,StopLoss,23-12-2024,19:42:08,187,4558.24,852390.88,86.95,NSE,Banking,Pending,06-06-2025,INR,4538.95,4598.35,Delivery
12091,273,4,Sell,Limit,28-10-2024,13:57:34,366,4586.14,1678527.24,30.89,BSE,FMCG,Cancelled,06-10-2024,INR,4577.59,4607.46,Delivery
12092,192,135,Sell,Limit,26-10-2024,00:20:22,760,1501.41,1141071.6,80.79,BSE,FMCG,Executed,08-05-2025,INR,1491.76,1513.55,F&O
12093,114,205,Sell,Limit,17-08-2025,04:58:33,174,4988.43,867986.82,59.49,BSE,IT,Pending,21-08-2024,INR,4966.72,5025.36,Delivery
12094,148,100,Buy,Market,09-09-2024,02:13:55,697,255.76,178264.72,24.57,NSE,Energy,Pending,22-06-2025,INR,238.21,301.55,F&O
12095,113,299,Buy,StopLoss,19-04-2025,13:11:58,901,1324.15,1193059.15,27.78,NSE,IT,Cancelled,20-07-2025,INR,1294.62,1363.93,Intraday
12096,70,14,Sell,StopLoss,15-08-2025,04:35:15,418,686.97,287153.46,32.62,NSE,Pharma,Executed,18-06-2025,INR,664.39,722.01,Intraday
12097,102,92,Buy,Limit,20-01-2025,14:16:02,448,222.95,99881.6,45.85,NSE,Auto,Pending,12-02-2025,INR,209.9,257.24,Delivery
12098,274,79,Sell,StopLoss,14-02-2025,09:29:22,603,3755.93,2264825.79,8.96,NSE,Auto,Pending,06-04-2025,INR,3710.22,3793.58,Intraday
12099,374,17,Sell,Limit,16-10-2024,21:17:36,943,1904.99,1796405.57,69.52,NSE,Banking,Executed,09-06-2025,INR,1898.22,1939.08,Delivery
12100,219,246,Buy,Limit,18-02-2025,02:08:39,431,3657.17,1576240.27,69.18,NSE,Energy,Executed,31-01-2025,INR,3630.23,3675.29,Delivery
12101,317,269,Buy,Limit,21-08-2024,12:58:16,914,3074.44,2810038.16,69.27,NSE,Pharma,Pending,06-11-2024,INR,3068.84,3088.67,Delivery
12102,113,205,Buy,Limit,04-09-2024,19:29:10,758,1681.09,1274266.22,47.88,BSE,IT,Cancelled,09-12-2024,INR,1654.75,1696.85,F&O
12103,470,233,Buy,Market,12-02-2025,04:27:13,531,3256.66,1729286.46,72.42,NSE,Auto,Pending,21-07-2025,INR,3243.15,3283.45,Intraday
12104,17,158,Sell,StopLoss,26-11-2024,22:33:01,260,1553.24,403842.4,6.56,BSE,Energy,Executed,18-12-2024,INR,1524.82,1568.96,Intraday
12105,122,135,Sell,Limit,21-09-2024,05:35:04,31,2343.33,72643.23,69.5,BSE,FMCG,Pending,31-07-2025,INR,2305.23,2351.34,F&O
12106,147,251,Sell,Market,16-05-2025,21:34:37,930,4922.04,4577497.2,74.59,BSE,FMCG,Executed,23-10-2024,INR,4883.46,4965.86,F&O
12107,75,110,Buy,Limit,22-10-2024,13:04:22,958,4240.8,4062686.4,5.35,NSE,Banking,Pending,16-05-2025,INR,4227.3,4287.08,Intraday
12108,431,131,Sell,Market,16-02-2025,08:38:50,891,4663.99,4155615.09,13.66,BSE,Auto,Cancelled,01-04-2025,INR,4618.77,4704.93,Delivery
12109,136,224,Sell,StopLoss,25-10-2024,03:43:37,667,1791.18,1194717.06,94.14,NSE,FMCG,Executed,28-08-2024,INR,1769.29,1812.27,Delivery
12110,45,123,Sell,Market,25-03-2025,11:29:05,441,596.21,262928.61,11.67,NSE,IT,Cancelled,29-07-2025,INR,555.24,617.16,Delivery
12111,146,300,Sell,StopLoss,18-02-2025,18:54:37,19,121.57,2309.83,34.62,BSE,FMCG,Executed,04-10-2024,INR,74.05,157.84,Delivery
12112,360,129,Buy,StopLoss,11-11-2024,20:42:20,330,2047.27,675599.1,42.42,BSE,Energy,Cancelled,26-01-2025,INR,2030.97,2074.39,Intraday
12113,33,199,Buy,Market,16-06-2025,13:10:08,24,2241.02,53784.48,89.59,BSE,IT,Cancelled,11-05-2025,INR,2232.66,2250.87,Delivery
12114,439,66,Sell,Limit,15-08-2025,09:10:02,445,4209,1873005,21.51,NSE,IT,Pending,13-09-2024,INR,4171.49,4247.59,Delivery
12115,360,42,Buy,Limit,04-03-2025,09:56:08,413,857.14,353998.82,91.21,NSE,Auto,Pending,22-06-2025,INR,813.51,889.14,Intraday
12116,421,199,Sell,Limit,09-03-2025,08:31:54,820,388.12,318258.4,48.35,BSE,IT,Cancelled,18-10-2024,INR,363.47,422.29,Intraday
12117,387,212,Sell,Limit,24-08-2024,02:18:13,929,141.97,131890.13,32.85,BSE,Banking,Cancelled,06-11-2024,INR,119.39,168.34,F&O
12118,446,13,Sell,Market,22-03-2025,13:19:10,930,444.11,413022.3,70.31,BSE,IT,Executed,21-06-2025,INR,414.09,472.26,Delivery
12119,347,275,Sell,StopLoss,13-09-2024,06:03:09,117,3369.88,394275.96,88.04,NSE,Pharma,Executed,09-03-2025,INR,3347.62,3382.9,Delivery
12120,4,36,Sell,StopLoss,18-10-2024,20:16:10,73,773.23,56445.79,36.98,NSE,Banking,Executed,10-11-2024,INR,734.65,796.38,Delivery
12121,168,125,Buy,Market,10-07-2025,05:33:35,257,3917.95,1006913.15,50.77,NSE,Pharma,Pending,19-08-2024,INR,3870.98,3962.41,F&O
12122,352,185,Sell,Limit,29-11-2024,10:26:28,300,4386.38,1315914,75.98,NSE,Pharma,Cancelled,30-03-2025,INR,4356.5,4429.13,Intraday
12123,213,168,Sell,StopLoss,31-10-2024,00:36:06,812,3037.78,2466677.36,36.66,BSE,Banking,Executed,10-11-2024,INR,2993.96,3083.16,Delivery
12124,126,12,Buy,Limit,17-05-2025,14:22:16,817,3604.78,2945105.26,13.4,NSE,IT,Executed,06-02-2025,INR,3565.21,3643.44,F&O
12125,433,121,Sell,Limit,23-04-2025,15:04:41,53,1928.34,102202.02,99.44,BSE,Energy,Executed,26-03-2025,INR,1883.73,1935.81,Delivery
12126,90,248,Sell,StopLoss,18-10-2024,23:49:23,819,2828.21,2316303.99,51.47,BSE,Auto,Pending,22-08-2024,INR,2789.04,2835.07,Intraday
12127,407,166,Sell,Limit,16-08-2025,13:58:15,607,765.98,464949.86,77.96,BSE,Banking,Cancelled,17-06-2025,INR,734.25,815.64,F&O
12128,296,222,Sell,Limit,21-03-2025,04:54:08,44,2352.74,103520.56,72.31,BSE,Pharma,Pending,20-12-2024,INR,2306.82,2382.44,Intraday
12129,138,45,Buy,Market,06-03-2025,05:27:01,523,4012.72,2098652.56,12.63,BSE,Energy,Executed,16-04-2025,INR,3983.51,4023.53,F&O
12130,96,252,Buy,Market,06-05-2025,10:14:44,533,762.1,406199.3,59.4,BSE,FMCG,Cancelled,14-04-2025,INR,748.76,790.49,Intraday
12131,357,144,Sell,StopLoss,21-01-2025,07:19:22,442,1868.03,825669.26,26.07,BSE,Banking,Executed,17-02-2025,INR,1841.32,1888.52,Delivery
12132,117,52,Buy,Market,29-11-2024,03:41:36,156,2872.11,448049.16,17.44,BSE,IT,Cancelled,27-01-2025,INR,2856.62,2918.36,Delivery
12133,359,123,Buy,Limit,29-05-2025,09:42:40,467,4591.29,2144132.43,26.44,NSE,IT,Pending,03-07-2025,INR,4556.31,4603.05,Intraday
12134,192,48,Sell,Market,26-04-2025,21:33:59,257,3601.04,925467.28,40.47,NSE,IT,Cancelled,01-12-2024,INR,3574.81,3647.25,Intraday
12135,10,266,Buy,Market,10-12-2024,14:43:06,309,1510.99,466895.91,54.79,NSE,Pharma,Executed,08-11-2024,INR,1472.58,1519.58,Delivery
12136,85,113,Sell,Limit,29-11-2024,16:38:22,160,3691.14,590582.4,10.21,BSE,FMCG,Cancelled,27-09-2024,INR,3662.89,3723.53,Delivery
12137,378,185,Buy,Limit,24-11-2024,07:19:21,23,802.13,18448.99,59.5,NSE,Pharma,Pending,13-02-2025,INR,770.63,822.77,Delivery
12138,160,90,Sell,Limit,03-05-2025,02:52:39,3,3196.84,9590.52,79.43,NSE,FMCG,Pending,12-11-2024,INR,3188.09,3223.82,Delivery
12139,59,140,Sell,StopLoss,02-07-2025,02:35:53,1,2350.81,2350.81,35.19,NSE,Auto,Cancelled,30-08-2024,INR,2313.11,2390.53,Intraday
12140,387,59,Buy,Limit,07-11-2024,17:54:58,812,4864.34,3949844.08,71.71,BSE,Banking,Pending,21-01-2025,INR,4817.41,4894.9,Intraday
12141,494,28,Buy,StopLoss,08-04-2025,06:26:57,94,2114.19,198733.86,31.91,BSE,IT,Pending,19-10-2024,INR,2074.03,2139.7,F&O
12142,243,85,Buy,Limit,17-07-2025,23:21:46,952,103.53,98560.56,10.3,BSE,Energy,Pending,21-12-2024,INR,94.9,138.13,F&O
12143,31,5,Buy,Limit,21-12-2024,01:37:50,821,2681.27,2201322.67,23.04,NSE,IT,Pending,21-03-2025,INR,2637.9,2699.95,Delivery
12144,466,123,Sell,StopLoss,01-06-2025,10:25:29,878,1602.47,1406968.66,32.2,NSE,IT,Pending,11-01-2025,INR,1584.28,1643.34,Intraday
12145,378,197,Sell,Limit,19-02-2025,14:28:21,901,2702.24,2434718.24,49.44,NSE,IT,Cancelled,14-10-2024,INR,2685.34,2748.88,Delivery
12146,262,200,Buy,Market,18-07-2025,07:21:13,672,329.07,221135.04,94.9,NSE,FMCG,Pending,30-04-2025,INR,302.51,375.13,F&O
12147,324,83,Buy,Market,12-10-2024,04:24:39,364,793.06,288673.84,6.81,BSE,IT,Executed,31-12-2024,INR,774.54,813.79,F&O
12148,417,273,Sell,StopLoss,28-03-2025,12:26:46,652,4687.8,3056445.6,42.19,NSE,Pharma,Cancelled,14-05-2025,INR,4674.61,4733.1,Intraday
12149,212,210,Sell,Limit,20-02-2025,09:15:35,16,4047.7,64763.2,69.36,BSE,FMCG,Pending,24-05-2025,INR,4004.73,4064.45,Delivery
12150,325,118,Sell,StopLoss,31-05-2025,22:00:20,118,1852.14,218552.52,90.33,BSE,Energy,Executed,08-11-2024,INR,1833.23,1893.45,Intraday
12151,492,31,Sell,StopLoss,29-03-2025,23:48:41,495,3218.86,1593335.7,13.18,BSE,FMCG,Cancelled,14-03-2025,INR,3208.22,3242.33,F&O
12152,100,17,Buy,Limit,24-10-2024,08:21:44,160,3596.31,575409.6,99.73,NSE,Banking,Pending,04-06-2025,INR,3584.34,3622.65,Intraday
12153,348,295,Buy,Market,08-02-2025,16:21:55,190,913.7,173603,22.26,BSE,Pharma,Cancelled,21-12-2024,INR,885.5,921.73,Intraday
12154,311,167,Buy,Market,27-09-2024,18:29:38,54,3972.7,214525.8,39.38,BSE,Banking,Cancelled,20-03-2025,INR,3941.44,4016.38,Delivery
12155,209,18,Sell,Limit,25-08-2024,12:14:32,766,1289.33,987626.78,63.72,BSE,Auto,Pending,17-06-2025,INR,1270.58,1332.45,Intraday
12156,74,195,Buy,Market,30-09-2024,07:20:53,251,1770.77,444463.27,93.18,NSE,Banking,Pending,29-01-2025,INR,1757.02,1804.71,Delivery
12157,149,227,Buy,Market,23-09-2024,17:41:12,555,2166.11,1202191.05,69.13,NSE,Pharma,Cancelled,16-05-2025,INR,2147.98,2174.17,F&O
12158,192,17,Buy,Limit,29-08-2024,21:01:53,218,4970.9,1083656.2,37.49,NSE,Banking,Executed,01-08-2025,INR,4949.07,4976.14,Delivery
12159,326,198,Buy,Limit,30-11-2024,22:41:21,65,651.42,42342.3,74.33,BSE,IT,Executed,26-07-2025,INR,629.19,689.78,Intraday
12160,360,227,Buy,StopLoss,22-06-2025,17:21:32,791,1345.13,1063997.83,9.35,NSE,Pharma,Executed,24-09-2024,INR,1297.49,1390.45,Intraday
12161,472,224,Sell,Market,19-08-2024,01:31:40,875,3569.4,3123225,65.65,NSE,FMCG,Cancelled,18-02-2025,INR,3547.79,3593.82,Delivery
12162,182,122,Sell,Limit,13-07-2025,08:14:17,802,4058.08,3254580.16,51.5,NSE,Energy,Cancelled,24-07-2025,INR,4041.12,4064.9,F&O
12163,364,187,Sell,Market,31-12-2024,23:51:14,42,2225.48,93470.16,25.59,BSE,Energy,Executed,02-02-2025,INR,2187.61,2268.48,Intraday
12164,134,158,Buy,StopLoss,02-02-2025,22:06:21,138,526.07,72597.66,94.96,BSE,Energy,Executed,26-10-2024,INR,486.14,575.64,Intraday
12165,385,12,Buy,Limit,16-03-2025,20:23:19,632,125.67,79423.44,77.6,NSE,IT,Executed,12-09-2024,INR,97.94,139.17,F&O
12166,252,29,Buy,Limit,23-03-2025,11:50:36,216,1894.15,409136.4,9.91,BSE,IT,Executed,21-12-2024,INR,1863.06,1918.03,Intraday
12167,475,195,Sell,Limit,07-03-2025,21:12:18,833,1202.87,1001990.71,66.57,NSE,Banking,Pending,24-04-2025,INR,1159.36,1251.18,Intraday
12168,397,161,Sell,Limit,29-11-2024,13:30:33,975,3144.49,3065877.75,83.22,BSE,IT,Pending,19-12-2024,INR,3134.01,3172.24,F&O
12169,385,24,Sell,StopLoss,10-11-2024,17:15:20,153,1030.15,157612.95,42.66,BSE,Pharma,Cancelled,17-04-2025,INR,1003.11,1051.81,F&O
