Portfolio_ID,User_ID,Stock_ID,Holding_Qty,Avg_Buy_Price,Current_Price,Unrealized_Profit,Last_Updated
143,15,141,368,1330.06,1843.21,188839.2,18-08-2025
144,15,230,40,236.13,199.32,-1472.4,18-08-2025
145,15,76,154,2497.96,2689.84,29549.52,18-08-2025
146,15,264,84,1613.19,2075.35,38821.44,18-08-2025
147,15,226,406,1657.18,2419.86,309648.08,18-08-2025
148,16,139,142,1129.33,1430.08,42706.5,18-08-2025
149,16,40,284,2975.67,2940.86,-9886.04,18-08-2025
150,16,194,485,2006.47,1748.24,-125241.55,18-08-2025
151,16,64,96,1080.29,1195.88,11096.64,18-08-2025
152,16,274,186,2782.8,2377,-75478.8,18-08-2025
153,16,281,50,2748.66,2279.14,-23476,18-08-2025
154,17,97,19,2564.65,2677.71,2148.14,18-08-2025
155,17,89,184,581.61,772.12,35053.84,18-08-2025
156,17,78,314,900.64,760.76,-43922.32,18-08-2025
157,17,215,61,2643.66,3139.02,30216.96,18-08-2025
158,17,214,209,2196.85,2417.46,46107.49,18-08-2025
159,17,37,135,1504.04,1383.07,-16330.95,18-08-2025
160,17,181,382,882.11,870.07,-4599.28,18-08-2025
161,17,211,420,598.4,486.3,-47082,18-08-2025
162,17,268,301,1284.73,1281.69,-915.04,18-08-2025
163,17,208,192,2787.81,3268.94,92376.96,18-08-2025
164,17,133,414,1829.69,1922.45,38402.64,18-08-2025
165,17,296,176,1805.69,1888.49,14572.8,18-08-2025
166,17,59,52,1960.31,2558.69,31115.76,18-08-2025
167,18,76,220,1677.65,1568.39,-24037.2,18-08-2025
168,18,300,332,2917.49,4106.51,394754.64,18-08-2025
169,18,245,498,723.43,832.73,54431.4,18-08-2025
170,18,203,16,880.88,1095.22,3429.44,18-08-2025
171,18,58,168,1858.17,1728.09,-21853.44,18-08-2025
172,18,263,256,2896.7,4043.99,293706.24,18-08-2025
173,19,222,16,1385.71,1128.26,-4119.2,18-08-2025
174,19,237,227,2924.81,3325.43,90940.74,18-08-2025
175,19,292,433,2807.13,2417.94,-168519.27,18-08-2025
176,19,206,230,2724.19,3937.35,279026.8,18-08-2025
177,19,123,24,2676.13,3591.08,21958.8,18-08-2025
178,19,261,285,2414.27,3588.54,334666.95,18-08-2025
179,20,63,194,1524.31,2009.43,94113.28,18-08-2025
180,20,56,15,668.89,596.01,-1093.2,18-08-2025
181,20,256,196,1018.61,1177.5,31142.44,18-08-2025
182,20,279,373,1630.29,1837.07,77128.94,18-08-2025
183,20,252,127,1965.97,2789.21,104551.48,18-08-2025
184,20,277,382,209.74,252.4,16296.12,18-08-2025
185,20,158,199,861.65,1190.01,65343.64,18-08-2025
186,20,266,333,2068.15,2575.86,169067.43,18-08-2025
187,20,177,306,2522.61,2164.93,-109450.08,18-08-2025
188,21,138,384,1351.71,1116.71,-90240,18-08-2025
189,21,253,324,918.93,952.21,10782.72,18-08-2025
190,21,266,341,184.17,164.93,-6560.84,18-08-2025
191,21,216,199,1043.06,1156.56,22586.5,18-08-2025
192,21,244,72,2840.38,4163.76,95283.36,18-08-2025
193,21,91,131,2088.33,2322.37,30659.24,18-08-2025
194,21,72,229,2673.45,3384.78,162894.57,18-08-2025
195,21,300,141,2871.27,3012.06,19851.39,18-08-2025
196,21,125,18,1728.76,2197.2,8431.92,18-08-2025
197,21,21,159,1098.46,1367.71,42810.75,18-08-2025
198,21,115,98,599.86,486.92,-11068.12,18-08-2025
199,21,263,452,586.56,589.51,1333.4,18-08-2025
200,22,152,382,462.48,604.79,54362.42,18-08-2025
201,22,156,451,1418.98,1516.33,43904.85,18-08-2025
202,22,40,274,2629.86,3424.08,217616.28,18-08-2025
203,22,159,251,1447.9,1880.08,108477.18,18-08-2025
204,22,275,166,2108.33,2387.94,46415.26,18-08-2025
205,22,271,356,2695.24,2165.59,-188555.4,18-08-2025
206,22,58,193,1529.02,1978.36,86722.62,18-08-2025
207,23,289,236,2108.89,3018.02,214554.68,18-08-2025
208,23,184,271,2685.63,3122.38,118359.25,18-08-2025
209,23,51,19,2142.97,1855.73,-5457.56,18-08-2025
210,23,194,263,1285.82,1110.73,-46048.67,18-08-2025
211,23,92,437,1271.52,1152.86,-51854.42,18-08-2025
212,23,238,19,731.37,626.4,-1994.43,18-08-2025
213,23,31,257,86.36,127.49,10570.41,18-08-2025
214,23,196,156,2885.86,4086.17,187248.36,18-08-2025
215,24,24,306,2105.95,2014.58,-27959.22,18-08-2025
216,24,127,237,2032.27,2721.89,163439.94,18-08-2025
217,24,69,396,1797.42,2575.58,308151.36,18-08-2025
218,24,230,67,495.91,610.66,7688.25,18-08-2025
219,24,166,116,2789.21,3899.68,128814.52,18-08-2025
220,24,278,413,2077.16,1709.48,-151851.84,18-08-2025
221,24,37,242,1911.59,2151.5,58058.22,18-08-2025
222,24,117,336,2461.87,2341.38,-40484.64,18-08-2025
223,24,123,33,1861.6,1592.81,-8870.07,18-08-2025
224,24,180,419,985.17,983.69,-620.12,18-08-2025
225,25,256,175,1357.73,1840.59,84500.5,18-08-2025
226,25,250,250,2200.18,3117.84,229415,18-08-2025
227,25,244,295,1580.03,1445.01,-39830.9,18-08-2025
228,25,125,126,305.14,445.67,17706.78,18-08-2025
229,25,220,51,1404.42,1484.05,4061.13,18-08-2025
230,25,5,149,2213.22,2129.21,-12517.49,18-08-2025
231,26,193,42,1419.88,1569.94,6302.52,18-08-2025
232,26,64,158,1333.71,1117.35,-34184.88,18-08-2025
233,26,287,365,1401.41,1892.59,179280.7,18-08-2025
234,26,260,111,1092.04,982.52,-12156.72,18-08-2025
235,26,94,456,567.62,681.93,52125.36,18-08-2025
236,26,177,454,363.3,510.91,67014.94,18-08-2025
237,26,276,283,355.07,357.04,557.51,18-08-2025
238,26,63,412,865.55,1210.34,142053.48,18-08-2025
239,26,163,440,2654.06,3048.2,173421.6,18-08-2025
240,27,277,120,799.09,1003.47,24525.6,18-08-2025
241,27,20,434,525.4,751.97,98331.38,18-08-2025
242,27,159,31,1641.97,1920.44,8632.57,18-08-2025
243,27,160,222,841.3,773.86,-14971.68,18-08-2025
244,27,67,271,2189.69,1832.91,-96687.38,18-08-2025
245,27,9,457,2322.7,1911.31,-188005.23,18-08-2025
246,27,86,461,59.86,51.84,-3697.22,18-08-2025
247,28,106,30,1063.98,1215.99,4560.3,18-08-2025
248,28,257,72,1077.81,1320,17437.68,18-08-2025
249,28,185,282,927.7,984.63,16054.26,18-08-2025
250,28,105,473,2004.1,2588.04,276203.62,18-08-2025
251,28,225,297,324.42,344.08,5839.02,18-08-2025
252,29,31,487,1744.88,1835.24,44005.32,18-08-2025
253,29,95,497,217.96,290.51,36057.35,18-08-2025
254,29,144,221,912.45,1334.39,93248.74,18-08-2025
255,29,11,182,255.73,299.78,8017.1,18-08-2025
256,29,48,350,2960.9,3484.61,183298.5,18-08-2025
257,29,249,384,1095.8,1476.5,146188.8,18-08-2025
258,29,10,456,1106.9,1167.76,27752.16,18-08-2025
259,29,202,403,1410.27,1583.94,69989.01,18-08-2025
260,29,215,354,1101.91,1040.12,-21873.66,18-08-2025
261,29,279,273,2830.76,3626.94,217357.14,18-08-2025
262,29,181,115,2048.59,2208.41,18379.3,18-08-2025
263,30,261,283,1888.44,2023.69,38275.75,18-08-2025
264,30,130,187,490.83,568.4,14505.59,18-08-2025
265,30,274,374,567.65,489.88,-29085.98,18-08-2025
266,30,39,336,1853.04,2434.65,195420.96,18-08-2025
267,30,208,380,1227.54,1562.22,127178.4,18-08-2025
268,30,1,162,2949.24,3073.11,20066.94,18-08-2025
269,31,101,145,1363.85,1655.19,42244.3,18-08-2025
270,31,153,335,1614.44,2371.44,253595,18-08-2025
271,31,243,18,2760.24,2253.99,-9112.5,18-08-2025
272,31,217,325,640.14,864.81,73017.75,18-08-2025
273,31,216,360,174.16,219.88,16459.2,18-08-2025
274,31,39,35,2772.07,3397.89,21903.7,18-08-2025
275,31,82,435,2967.53,3161.96,84577.05,18-08-2025
276,31,16,390,1607.43,2059.47,176295.6,18-08-2025
277,31,119,444,1358.77,1186,-76709.88,18-08-2025
278,31,194,249,861.25,1195.8,83302.95,18-08-2025
279,31,163,166,1608,1997.09,64588.94,18-08-2025
280,31,7,417,541.51,584.37,17872.62,18-08-2025
281,31,1,393,1128.26,1187.63,23332.41,18-08-2025
282,31,252,223,193.53,246.51,11814.54,18-08-2025
283,31,178,196,527.88,629.66,19948.88,18-08-2025
284,32,127,44,2813.41,3917.28,48570.28,18-08-2025
285,32,150,208,1794.18,2008.9,44661.76,18-08-2025
286,32,97,387,2495.39,3607.59,430421.4,18-08-2025
287,32,216,114,1813.37,1908.98,10899.54,18-08-2025
288,32,18,139,1883.1,2437.1,77006,18-08-2025
289,32,77,302,2905.23,3287.74,115518.02,18-08-2025
290,33,13,338,1779.99,1752.8,-9190.22,18-08-2025
291,33,71,344,636.53,596.29,-13842.56,18-08-2025
292,33,140,317,1683.71,2304.51,196793.6,18-08-2025
293,33,52,459,1087.38,1117.16,13669.02,18-08-2025
294,33,11,204,2242.15,2929.39,140196.96,18-08-2025
295,33,26,166,2552.77,3046.1,81892.78,18-08-2025
296,34,44,131,2365.71,3304.7,123007.69,18-08-2025
297,34,87,157,884.08,1295.41,64578.81,18-08-2025
298,34,92,491,847.43,837.02,-5111.31,18-08-2025
299,34,128,163,1671.45,2095.14,69061.47,18-08-2025
300,34,272,283,1628.91,1946.79,89960.04,18-08-2025
301,34,116,338,1884.72,2365.15,162385.34,18-08-2025
302,34,82,343,1500.48,1963.22,158719.82,18-08-2025
303,35,166,500,260.35,345.89,42770,18-08-2025
304,35,257,382,1160.73,1498.23,128925,18-08-2025
305,35,20,383,378.21,326.09,-19961.96,18-08-2025
306,35,115,423,515.94,608.85,39300.93,18-08-2025
307,35,158,64,1942.62,1918.76,-1527.04,18-08-2025
308,35,175,264,817.27,753.34,-16877.52,18-08-2025
309,35,138,78,2380.49,3528.36,89533.86,18-08-2025
310,35,163,438,1984.51,2417.44,189623.34,18-08-2025
311,35,154,431,1743.72,1946.36,87337.84,18-08-2025
312,35,87,107,390.43,404.13,1465.9,18-08-2025
313,35,91,61,209.19,211.91,165.92,18-08-2025
314,35,101,169,617.74,522.45,-16104.01,18-08-2025
315,35,74,291,1433.26,1501.28,19793.82,18-08-2025
316,35,44,134,1810.97,2393.38,78042.94,18-08-2025
317,36,241,174,672.3,848.28,30620.52,18-08-2025
318,36,109,112,2356.99,2693.56,37695.84,18-08-2025
319,36,179,138,2924.39,3542.28,85268.82,18-08-2025
320,36,152,103,1731.95,2301.01,58613.18,18-08-2025
321,36,193,166,2692.48,2810.07,19519.94,18-08-2025
322,36,257,190,844.1,1133.42,54970.8,18-08-2025
323,36,75,343,2735.43,3469.26,251703.69,18-08-2025
324,36,30,437,2055.49,1709.21,-151324.36,18-08-2025
325,36,44,198,1194.18,1646.54,89567.28,18-08-2025
326,36,206,181,604.57,681.67,13955.1,18-08-2025
327,36,150,45,1425.51,1545.54,5401.35,18-08-2025
328,36,158,150,2640.73,2294.63,-51915,18-08-2025
329,37,166,75,781.75,731.07,-3801,18-08-2025
330,37,28,256,1000.63,1499.96,127828.48,18-08-2025
331,37,271,141,2552.76,2235.92,-44674.44,18-08-2025
332,37,135,82,1119.58,1563.25,36380.94,18-08-2025
333,37,124,338,1142.97,1695.58,186782.18,18-08-2025
334,37,247,122,948.33,1035.45,10628.64,18-08-2025
335,37,275,219,1998.19,2143.64,31853.55,18-08-2025
336,37,148,200,2020.94,2294.4,54692,18-08-2025
337,37,157,407,56.32,80.79,9959.29,18-08-2025
338,37,99,156,1801.27,2159.09,55819.92,18-08-2025
339,37,57,263,618.53,641.01,5912.24,18-08-2025
340,37,139,366,1770.89,1816.74,16781.1,18-08-2025
341,38,196,438,1080.7,1610.92,232236.36,18-08-2025
342,38,12,257,369.36,376.19,1755.31,18-08-2025
343,38,52,424,859.35,979.68,51019.92,18-08-2025
344,38,182,245,2288.43,2780.87,120647.8,18-08-2025
345,38,36,199,872.54,903.79,6218.75,18-08-2025
346,38,224,402,2278.03,2832.51,222900.96,18-08-2025
347,38,241,496,1340.52,1183.24,-78010.88,18-08-2025
348,38,153,359,2067.33,2022.28,-16172.95,18-08-2025
349,38,298,370,1818.94,2644.16,305331.4,18-08-2025
350,38,201,465,2577.19,2876.81,139323.3,18-08-2025
351,38,233,358,157.11,157.42,110.98,18-08-2025
352,38,128,250,1155.1,1720.29,141297.5,18-08-2025
353,39,40,420,846.05,716.27,-54507.6,18-08-2025
354,39,210,438,529.34,684.51,67964.46,18-08-2025
355,39,113,248,376.88,346.77,-7467.28,18-08-2025
356,39,159,154,2342.99,2539.97,30334.92,18-08-2025
357,39,23,281,555.59,699.63,40475.24,18-08-2025
358,39,92,174,2133.31,3034.22,156758.34,18-08-2025
359,39,110,249,1488.4,1457.6,-7669.2,18-08-2025
360,39,19,466,949.46,1036.45,40537.34,18-08-2025
361,39,137,32,1289.34,1138.94,-4812.8,18-08-2025
362,39,128,279,1729.98,2082.96,98481.42,18-08-2025
363,39,21,405,2172.51,3226.12,426712.05,18-08-2025
364,39,78,203,1055.98,1425.03,74917.15,18-08-2025
365,39,275,49,2555.39,3509.71,46761.68,18-08-2025
366,39,272,164,2956.05,3756.13,131213.12,18-08-2025
367,39,175,296,247.85,313.48,19426.48,18-08-2025
368,40,255,223,564.68,651.51,19363.09,18-08-2025
369,40,119,249,859.77,775.88,-20888.61,18-08-2025
370,40,99,395,455.82,628.73,68299.45,18-08-2025
371,40,264,283,1345.32,1572.12,64184.4,18-08-2025
372,40,216,22,55.53,46.87,-190.52,18-08-2025
373,40,7,196,989.32,978.37,-2146.2,18-08-2025
374,40,37,166,2542.16,3791.16,207334,18-08-2025
375,40,122,265,2961.55,3188.44,60125.85,18-08-2025
376,40,261,291,2852.98,3352.6,145389.42,18-08-2025
377,40,94,74,649.49,948.14,22100.1,18-08-2025
378,40,299,340,1379.04,1350.76,-9615.2,18-08-2025
379,40,198,247,1982.61,2737.73,186514.64,18-08-2025
380,40,75,49,1830.42,2678.24,41543.18,18-08-2025
381,40,79,296,709.3,914.47,60730.32,18-08-2025
382,41,64,223,1786.98,1491.33,-65929.95,18-08-2025
383,41,199,396,2124.42,2676.64,218679.12,18-08-2025
384,41,259,337,1511.63,1476.43,-11862.4,18-08-2025
385,41,1,212,1566.45,2310.41,157719.52,18-08-2025
386,41,277,56,290.63,299.33,487.2,18-08-2025
387,41,53,322,164.61,164.48,-41.86,18-08-2025
388,41,285,476,1771.88,2114,162849.12,18-08-2025
389,41,22,242,1285.09,1738.45,109713.12,18-08-2025
390,41,45,392,2938.32,3348.97,160974.8,18-08-2025
391,41,221,373,802.57,1135.99,124365.66,18-08-2025
392,41,289,302,931.96,1302.12,111788.32,18-08-2025
393,41,18,336,270.76,347.8,25885.44,18-08-2025
394,41,15,25,1914.42,2695.36,19523.5,18-08-2025
395,41,14,77,2831.57,3520.94,53081.49,18-08-2025
396,41,213,25,1193.46,1101.53,-2298.25,18-08-2025
397,42,115,154,2458.52,3440.12,151166.4,18-08-2025
398,42,235,472,64.97,84.47,9204,18-08-2025
399,42,12,418,697,834.56,57500.08,18-08-2025
400,42,6,166,1302.96,1725.3,70108.44,18-08-2025
401,42,201,483,487.93,404.42,-40335.33,18-08-2025
402,43,47,460,998.56,1237.24,109792.8,18-08-2025
403,43,38,76,187.16,280.52,7095.36,18-08-2025
404,43,51,64,739.42,1035.62,18956.8,18-08-2025
405,43,178,332,2460.7,3214.82,250367.84,18-08-2025
406,43,90,82,1969.82,1665.53,-24951.78,18-08-2025
407,43,258,358,2534.77,2159.73,-134264.32,18-08-2025
408,43,273,199,261.35,212.17,-9786.82,18-08-2025
409,43,36,367,87.44,106.44,6973,18-08-2025
410,43,163,398,2177.2,2049.69,-50748.98,18-08-2025
411,43,146,341,2502.52,3188.44,233898.72,18-08-2025
412,43,64,326,2779.3,4024.25,405853.7,18-08-2025
413,43,275,29,1669.53,1890.1,6396.53,18-08-2025
414,43,100,239,502.35,746.71,58402.04,18-08-2025
415,43,284,349,377,393.74,5842.26,18-08-2025
416,43,127,114,300.7,356.08,6313.32,18-08-2025
417,44,299,153,2682.67,2208.37,-72567.9,18-08-2025
418,44,288,476,1525.32,1621.42,45743.6,18-08-2025
419,44,239,46,1890.66,1619.75,-12461.86,18-08-2025
420,44,58,254,180.26,164.67,-3959.86,18-08-2025
421,44,268,260,137.12,157.23,5228.6,18-08-2025
422,44,20,379,387.83,328.84,-22357.21,18-08-2025
423,45,45,460,2551.99,2376.39,-80776,18-08-2025
424,45,151,71,1959.52,1606.23,-25083.59,18-08-2025
425,45,44,426,1941.01,2747.12,343402.86,18-08-2025
426,45,268,464,2917.84,3579.48,307000.96,18-08-2025
427,45,64,128,1395.56,1667.53,34812.16,18-08-2025
428,45,195,480,2859.43,3303.53,213168,18-08-2025
429,45,55,53,1748.2,1631,-6211.6,18-08-2025
430,45,259,461,1913.05,2567.4,301655.35,18-08-2025
431,45,97,389,1003.02,816.91,-72396.79,18-08-2025
432,45,257,81,2082.73,1935.06,-11961.27,18-08-2025
433,45,145,18,1668.43,2487.48,14742.9,18-08-2025
434,46,62,275,1509.18,1472.92,-9971.5,18-08-2025
435,46,238,89,169.3,190.21,1860.99,18-08-2025
436,46,110,368,1052.11,1109.49,21115.84,18-08-2025
437,46,282,269,2179.85,2822.14,172776.01,18-08-2025
438,46,73,106,2410.42,2888.22,50646.8,18-08-2025
439,47,94,362,2674.95,3563.8,321763.7,18-08-2025
440,47,38,110,2314.03,3215.21,99129.8,18-08-2025
441,47,261,313,2578.16,2901.91,101333.75,18-08-2025
442,47,265,212,2925.65,3326.42,84963.24,18-08-2025
443,47,115,17,1632.54,1450.05,-3102.33,18-08-2025
444,47,242,243,849.96,1173.32,78576.48,18-08-2025
445,47,86,96,1832.26,2360.09,50671.68,18-08-2025
446,48,72,15,279.26,364.13,1273.05,18-08-2025
447,48,296,26,1542.23,1727.91,4827.68,18-08-2025
448,48,23,137,1225.54,1495.2,36943.42,18-08-2025
449,48,148,53,2342.27,2315.77,-1404.5,18-08-2025
450,48,110,261,1139.03,1627.09,127383.66,18-08-2025
451,48,56,173,1839.08,2166.6,56660.96,18-08-2025
452,48,151,208,2143.23,2231.52,18364.32,18-08-2025
453,48,298,28,2555.05,2169.48,-10795.96,18-08-2025
454,49,143,323,433.38,355.63,-25113.25,18-08-2025
455,49,88,146,950.8,842.41,-15824.94,18-08-2025
456,49,220,316,85.12,116.63,9957.16,18-08-2025
457,49,294,370,1521.6,2176,242128,18-08-2025
458,49,114,13,2608.45,3635.71,13354.38,18-08-2025
459,49,271,337,2266.6,3396.72,380850.44,18-08-2025
460,49,23,133,1135.7,922.94,-28297.08,18-08-2025
461,49,126,19,1261.38,1886.67,11880.51,18-08-2025
462,49,22,412,1192.6,1754.78,231618.16,18-08-2025
463,50,111,397,695.32,808.61,44976.13,18-08-2025
464,50,28,328,2577.45,2843.27,87188.96,18-08-2025
465,50,41,194,764.87,1041.16,53600.26,18-08-2025
466,50,120,461,2808.24,2680.98,-58666.86,18-08-2025
467,50,249,471,1715.53,2236.8,245518.17,18-08-2025
468,51,108,326,2962.11,3112.46,49014.1,18-08-2025
469,51,279,493,1714.56,2112.46,196164.7,18-08-2025
