Trade_ID,User_ID,Stock_ID,Order_Type,Order_Mode,Trade_Date,Trade_Time,Quantity,Price_Per_Share,Total_Value,BrokerageFee,Exchange,Sector,Trade_Status,Settlement_Date,Currency,StopLoss,Target_Price,Holding_Type
4052,84,117,Buy,StopLoss,21-10-2024,11:19:17,325,2927.1,951307.5,92.71,BSE,FMCG,Cancelled,12-11-2024,INR,2908.58,2962.61,F&O
4053,112,88,Buy,Limit,29-11-2024,10:41:05,637,3481.58,2217766.46,39.67,BSE,Auto,Cancelled,30-03-2025,INR,3437.57,3510.14,F&O
4054,60,264,Sell,Market,21-06-2025,17:54:50,642,4349.24,2792212.08,41.29,BSE,IT,Pending,09-01-2025,INR,4330.39,4384.65,F&O
4055,265,292,Buy,StopLoss,17-02-2025,18:17:40,100,2108.89,210889,48.43,NSE,Auto,Executed,25-03-2025,INR,2082.7,2121.61,F&O
4056,422,139,Sell,Limit,18-07-2025,02:40:29,861,865.31,745031.91,79.67,NSE,Banking,Executed,01-07-2025,INR,818.34,908.52,F&O
4057,348,291,Sell,Limit,05-01-2025,02:30:19,787,4949.92,3895587.04,89.85,BSE,Pharma,Executed,01-12-2024,INR,4921.88,4969.58,F&O
4058,173,205,Sell,StopLoss,31-03-2025,07:26:04,593,3317.79,1967449.47,31.51,BSE,IT,Executed,27-12-2024,INR,3271.86,3353.79,Delivery
4059,39,230,Buy,Market,10-10-2024,15:15:40,804,1731.89,1392439.56,69.8,BSE,Pharma,Pending,29-10-2024,INR,1702.5,1749.77,Intraday
4060,371,197,Sell,Market,23-05-2025,11:11:23,394,1283.24,505596.56,64.71,NSE,IT,Pending,31-12-2024,INR,1272.57,1298.02,Intraday
4061,30,72,Sell,Limit,19-09-2024,22:35:51,126,98.63,12427.38,21.34,BSE,Auto,Executed,02-11-2024,INR,52.03,105.52,Delivery
4062,66,14,Buy,Market,28-08-2024,20:02:04,544,4734.66,2575655.04,24.95,NSE,Pharma,Executed,30-06-2025,INR,4723.85,4746.96,F&O
4063,198,243,Buy,Limit,26-10-2024,21:20:09,316,2719.37,859320.92,91.57,BSE,FMCG,Pending,26-04-2025,INR,2691.3,2735.07,Intraday
4064,170,292,Sell,StopLoss,07-11-2024,18:25:10,701,2476.83,1736257.83,74.57,NSE,Auto,Cancelled,10-06-2025,INR,2471.82,2520.62,Delivery
4065,380,267,Buy,Market,15-04-2025,06:44:10,186,3924.82,730016.52,97.42,BSE,Energy,Pending,25-08-2024,INR,3880.62,3935.62,F&O
4066,413,91,Buy,Market,23-02-2025,12:31:47,162,2683.58,434739.96,12.21,BSE,Energy,Executed,13-11-2024,INR,2655.52,2703.59,Intraday
4067,443,152,Buy,Limit,11-02-2025,23:26:07,262,1760.54,461261.48,22.65,BSE,IT,Pending,21-09-2024,INR,1725.6,1800.01,Delivery
4068,432,196,Buy,StopLoss,11-02-2025,13:05:36,343,131.27,45025.61,50.32,BSE,FMCG,Executed,12-12-2024,INR,112.33,161.24,Intraday
4069,232,238,Sell,StopLoss,27-04-2025,21:52:40,240,3380.1,811224,25.54,BSE,Energy,Pending,22-07-2025,INR,3339.96,3428.3,Intraday
4070,360,252,Sell,Limit,03-03-2025,06:51:23,78,254.42,19844.76,20.91,BSE,FMCG,Pending,27-08-2024,INR,239.55,268.99,Intraday
4071,64,160,Sell,Market,12-06-2025,22:20:58,957,3620.62,3464933.34,37.65,NSE,Energy,Cancelled,27-09-2024,INR,3585.47,3649.71,Intraday
4072,404,39,Sell,Market,15-05-2025,04:09:11,595,2153.32,1281225.4,69.54,BSE,IT,Pending,12-09-2024,INR,2105.81,2187.51,Intraday
4073,221,138,Buy,Market,25-03-2025,10:58:29,254,3873.98,983990.92,61.21,BSE,FMCG,Cancelled,24-01-2025,INR,3859.85,3916.07,Intraday
4074,448,249,Sell,Market,16-03-2025,20:16:13,846,3208.08,2714035.68,66.51,NSE,IT,Cancelled,21-03-2025,INR,3181.08,3234.38,F&O
4075,319,102,Sell,Limit,31-03-2025,00:41:30,763,147.28,112374.64,78.42,NSE,Pharma,Executed,28-02-2025,INR,140.92,190.27,Delivery
4076,156,178,Buy,Market,01-06-2025,07:01:48,649,2494.51,1618936.99,60.27,NSE,Auto,Cancelled,12-08-2025,INR,2486.75,2524.34,F&O
4077,25,144,Sell,Limit,13-04-2025,16:11:05,271,2605.74,706155.54,84.4,BSE,Banking,Cancelled,04-08-2025,INR,2578.72,2638.79,F&O
4078,124,278,Sell,Limit,08-09-2024,04:09:22,268,1984.55,531859.4,19.62,NSE,Auto,Pending,04-09-2024,INR,1945.77,2013.8,Delivery
4079,187,226,Buy,Limit,22-07-2025,21:48:42,104,4004.45,416462.8,96.58,BSE,Pharma,Pending,06-05-2025,INR,3987.83,4019.01,Delivery
4080,290,205,Sell,StopLoss,06-06-2025,14:38:22,229,907.23,207755.67,21.21,BSE,IT,Cancelled,09-11-2024,INR,874.16,945.88,Intraday
4081,209,53,Buy,Market,25-04-2025,15:10:19,703,2801.61,1969531.83,74.96,BSE,IT,Pending,29-06-2025,INR,2770.34,2813.28,Delivery
4082,206,248,Sell,Limit,27-06-2025,17:15:45,351,2398.52,841880.52,57.03,BSE,Auto,Cancelled,11-09-2024,INR,2366.47,2425.62,F&O
4083,217,206,Buy,StopLoss,01-07-2025,01:12:13,615,991.8,609957,83.62,BSE,Pharma,Executed,25-10-2024,INR,964.75,1024.9,Delivery
4084,152,272,Buy,Limit,13-07-2025,20:56:41,972,995.92,968034.24,96.85,BSE,Energy,Executed,01-11-2024,INR,980.83,1043.32,Delivery
4085,382,156,Buy,StopLoss,06-09-2024,01:46:04,556,84.58,47026.48,96.14,NSE,IT,Executed,02-11-2024,INR,68.61,113.11,Intraday
4086,444,38,Buy,StopLoss,09-11-2024,09:55:00,364,4649.86,1692549.04,41.59,BSE,IT,Pending,08-07-2025,INR,4618.23,4660.43,F&O
4087,48,250,Buy,Market,07-10-2024,12:48:48,337,2807.91,946265.67,83.08,NSE,IT,Cancelled,24-10-2024,INR,2795.7,2851.84,Intraday
4088,483,192,Buy,Market,15-05-2025,06:27:07,328,3668.82,1203372.96,87.99,BSE,Banking,Pending,31-10-2024,INR,3646.81,3687.79,Delivery
4089,52,77,Sell,Market,20-02-2025,08:14:03,104,613.59,63813.36,10.72,BSE,Pharma,Executed,28-05-2025,INR,570.4,629.92,Delivery
4090,352,160,Sell,StopLoss,12-04-2025,08:58:11,68,3719.23,252907.64,47.13,NSE,Energy,Cancelled,03-01-2025,INR,3702.56,3767.18,Intraday
4091,14,75,Buy,StopLoss,06-12-2024,17:44:01,507,4401.4,2231509.8,58.74,BSE,FMCG,Cancelled,23-11-2024,INR,4367.05,4432.92,Intraday
4092,302,295,Sell,Market,11-05-2025,08:23:32,959,4876.11,4676189.49,20.38,BSE,Pharma,Pending,21-03-2025,INR,4848.38,4891.72,Delivery
4093,475,280,Sell,StopLoss,02-09-2024,05:32:09,226,4373.28,988361.28,9.32,NSE,FMCG,Executed,01-01-2025,INR,4358.44,4394.23,Intraday
4094,412,252,Sell,Market,13-12-2024,03:14:07,386,2368.75,914337.5,93.36,BSE,FMCG,Pending,06-05-2025,INR,2340.62,2388.95,F&O
4095,399,214,Sell,StopLoss,23-12-2024,08:36:52,172,1559.95,268311.4,48.12,NSE,Pharma,Executed,02-11-2024,INR,1538.79,1573.84,F&O
4096,413,27,Sell,StopLoss,29-03-2025,03:46:00,331,418.18,138417.58,64.58,NSE,Energy,Pending,11-03-2025,INR,383.83,438.4,F&O
4097,200,90,Sell,Market,07-06-2025,08:00:07,467,100.23,46807.41,72.3,NSE,FMCG,Executed,30-01-2025,INR,81.6,124.79,Delivery
4098,211,110,Sell,Limit,09-07-2025,18:29:12,400,3807.1,1522840,37.1,NSE,Banking,Executed,03-12-2024,INR,3793.58,3840.12,Intraday
4099,378,285,Buy,Market,16-02-2025,11:42:44,740,1252.42,926790.8,67.39,BSE,Auto,Pending,08-04-2025,INR,1215.78,1272.9,Delivery
4100,137,73,Buy,StopLoss,01-12-2024,04:31:15,141,3421.25,482396.25,13.37,NSE,Banking,Executed,22-05-2025,INR,3394.95,3438.67,F&O
4101,6,293,Sell,Limit,03-10-2024,15:07:18,763,4271.94,3259490.22,65.94,BSE,FMCG,Cancelled,06-10-2024,INR,4239.88,4319.3,Delivery
4102,307,11,Buy,Limit,20-04-2025,21:26:48,967,3293.6,3184911.2,7.4,BSE,FMCG,Cancelled,30-04-2025,INR,3246.26,3314.82,Delivery
4103,84,60,Buy,StopLoss,24-02-2025,08:48:05,934,3112.14,2906738.76,46.99,BSE,Auto,Cancelled,28-05-2025,INR,3098.42,3139.69,Delivery
4104,250,298,Sell,Market,10-06-2025,01:34:24,556,2146.82,1193631.92,27.54,NSE,Energy,Executed,05-03-2025,INR,2103.07,2193.1,Delivery
4105,330,13,Sell,Market,13-03-2025,05:26:59,570,1221.63,696329.1,7.7,BSE,IT,Cancelled,12-03-2025,INR,1200.21,1263.43,Delivery
4106,213,66,Sell,Market,24-11-2024,01:59:13,575,4200.93,2415534.75,7.4,NSE,IT,Cancelled,02-07-2025,INR,4191.36,4241.3,Delivery
4107,476,167,Sell,StopLoss,29-07-2025,09:20:15,275,228.55,62851.25,14.09,BSE,Banking,Cancelled,01-01-2025,INR,193.6,238.99,F&O
4108,5,81,Sell,StopLoss,14-02-2025,12:09:49,130,1545.26,200883.8,20.04,NSE,Energy,Executed,04-04-2025,INR,1503.07,1562.91,Intraday
4109,59,218,Buy,StopLoss,16-08-2025,10:31:58,95,2198.64,208870.8,16.09,NSE,Energy,Pending,08-05-2025,INR,2175.16,2230.09,Delivery
4110,347,257,Sell,Limit,29-09-2024,23:23:38,233,2961.05,689924.65,69.66,NSE,Energy,Executed,01-12-2024,INR,2925.59,2971.63,F&O
4111,134,29,Sell,Market,24-10-2024,06:57:22,793,183.2,145277.6,19.36,BSE,IT,Executed,22-02-2025,INR,137.06,196.84,F&O
4112,31,247,Buy,StopLoss,22-08-2024,01:49:19,309,524.57,162092.13,5.78,BSE,Auto,Cancelled,18-03-2025,INR,475.9,529.98,F&O
4113,14,149,Buy,StopLoss,10-02-2025,04:17:45,508,4339.33,2204379.64,87.92,BSE,Energy,Cancelled,01-04-2025,INR,4320.64,4371.9,F&O
4114,171,4,Sell,Market,20-11-2024,16:25:10,184,924.9,170181.6,26.53,BSE,FMCG,Cancelled,06-10-2024,INR,915.24,931.51,Intraday
4115,492,164,Buy,StopLoss,25-01-2025,12:44:53,899,1166.76,1048917.24,97.76,BSE,IT,Pending,30-07-2025,INR,1120.44,1194.36,Delivery
4116,393,111,Sell,Limit,17-12-2024,17:07:56,978,770.91,753949.98,32.75,BSE,IT,Executed,12-11-2024,INR,729.76,784.53,Intraday
4117,144,107,Sell,Market,24-07-2025,00:05:18,183,1219.59,223184.97,44.7,NSE,Auto,Executed,03-01-2025,INR,1202.14,1234.66,F&O
4118,352,300,Sell,Market,10-05-2025,04:37:22,518,2135.55,1106214.9,81.64,BSE,FMCG,Cancelled,28-10-2024,INR,2116.97,2141.56,Delivery
4119,269,180,Sell,Market,02-11-2024,15:57:58,739,1360.84,1005660.76,29.68,BSE,Energy,Executed,11-03-2025,INR,1354.5,1401.36,F&O
4120,244,299,Buy,StopLoss,27-02-2025,07:17:12,380,4102.18,1558828.4,6.87,NSE,IT,Pending,25-01-2025,INR,4070.18,4136.22,Intraday
4121,249,299,Sell,Market,16-09-2024,19:56:17,932,2781.89,2592721.48,96.39,NSE,IT,Executed,30-01-2025,INR,2770.62,2805.5,Intraday
4122,131,37,Sell,Market,14-02-2025,05:13:04,694,1335.82,927059.08,59.96,NSE,IT,Executed,16-07-2025,INR,1292.5,1380.56,Delivery
4123,391,139,Buy,Market,04-11-2024,17:34:40,417,63.92,26654.64,61.88,NSE,Banking,Executed,05-07-2025,INR,27.85,80.11,F&O
4124,142,136,Buy,Limit,07-07-2025,20:29:46,863,3335.13,2878217.19,34.46,NSE,Banking,Cancelled,12-04-2025,INR,3293.46,3354.73,Delivery
4125,58,120,Buy,StopLoss,15-06-2025,22:47:49,583,4077.54,2377205.82,71.52,NSE,FMCG,Cancelled,29-04-2025,INR,4058.33,4119.21,Intraday
4126,56,25,Buy,Limit,03-02-2025,11:34:21,448,3925.46,1758606.08,82.66,BSE,Pharma,Pending,17-12-2024,INR,3883.38,3935.44,Intraday
4127,172,21,Buy,Limit,25-06-2025,21:04:08,55,4637.43,255058.65,18.51,NSE,Pharma,Executed,25-11-2024,INR,4617.81,4683.99,F&O
4128,289,11,Sell,Limit,08-10-2024,18:24:04,182,637.85,116088.7,90.88,BSE,FMCG,Executed,14-07-2025,INR,617.37,674.5,Delivery
4129,183,84,Buy,Limit,14-08-2025,22:47:35,762,2459.93,1874466.66,97.03,NSE,FMCG,Cancelled,29-01-2025,INR,2414.65,2477.49,Intraday
4130,424,210,Buy,Limit,01-04-2025,04:32:54,812,3390.89,2753402.68,81.72,BSE,FMCG,Pending,05-03-2025,INR,3352.59,3397.88,F&O
4131,122,254,Buy,Limit,13-09-2024,14:52:21,890,702.46,625189.4,41.05,BSE,Pharma,Pending,06-10-2024,INR,685.05,752.18,Intraday
4132,410,185,Sell,StopLoss,23-11-2024,14:32:23,783,88.43,69240.69,42.28,NSE,Pharma,Executed,18-08-2024,INR,79.32,122.54,F&O
4133,2,238,Buy,Market,26-06-2025,20:14:04,598,2600.66,1555194.68,70.91,BSE,Energy,Pending,15-12-2024,INR,2577.23,2613.89,F&O
4134,463,249,Buy,StopLoss,31-12-2024,17:27:44,64,2810.69,179884.16,33.89,NSE,IT,Pending,03-02-2025,INR,2785.88,2860.69,Intraday
4135,112,286,Buy,StopLoss,15-01-2025,21:19:26,359,4228.37,1517984.83,10.98,NSE,Pharma,Cancelled,17-05-2025,INR,4213.54,4242.44,Delivery
4136,403,210,Sell,Limit,17-08-2025,23:37:33,137,1807.08,247569.96,26.83,BSE,FMCG,Cancelled,05-12-2024,INR,1770.94,1845.98,Delivery
4137,98,248,Sell,Limit,26-05-2025,22:04:27,927,3748.66,3475007.82,85.53,BSE,Auto,Executed,24-09-2024,INR,3708.43,3762.07,Intraday
4138,445,143,Buy,Limit,16-02-2025,08:24:39,214,4168.46,892050.44,25.44,NSE,Auto,Pending,07-04-2025,INR,4140.88,4173.8,Intraday
4139,358,249,Sell,StopLoss,19-04-2025,03:46:53,214,3484.93,745775.02,21.96,NSE,IT,Cancelled,01-08-2025,INR,3474.57,3499.96,F&O
4140,96,106,Buy,Market,08-07-2025,03:38:24,123,629.45,77422.35,34.29,NSE,Energy,Executed,17-12-2024,INR,591.75,644.17,Intraday
4141,333,35,Sell,Market,26-05-2025,07:42:48,746,3655.53,2727025.38,75.59,BSE,Auto,Executed,06-04-2025,INR,3646.03,3670.35,F&O
4142,180,238,Sell,Market,25-05-2025,04:22:47,874,2038.32,1781491.68,95.77,BSE,Energy,Executed,03-04-2025,INR,2023.74,2057.51,F&O
4143,457,176,Sell,Market,13-09-2024,17:07:47,226,1135.64,256654.64,33.74,BSE,Pharma,Executed,06-12-2024,INR,1108.48,1152.27,F&O
4144,468,134,Sell,StopLoss,03-01-2025,04:58:54,394,804.16,316839.04,49.19,NSE,Auto,Cancelled,14-09-2024,INR,786.89,834.93,F&O
4145,340,86,Sell,Limit,07-09-2024,17:54:34,468,3239.78,1516217.04,18.55,NSE,Pharma,Executed,28-06-2025,INR,3231.57,3265.16,Delivery
4146,210,55,Sell,StopLoss,15-10-2024,03:05:02,250,71.21,17802.5,89.63,BSE,FMCG,Cancelled,31-01-2025,INR,37.99,82,F&O
4147,255,241,Buy,Limit,24-05-2025,21:08:52,749,829.12,621010.88,19.08,NSE,Auto,Cancelled,30-11-2024,INR,809.84,864.71,Delivery
4148,185,120,Sell,Limit,04-05-2025,08:32:20,102,1048.92,106989.84,85.85,NSE,FMCG,Executed,23-05-2025,INR,1026.72,1082.7,Intraday
4149,307,52,Buy,StopLoss,17-05-2025,05:36:18,982,3786.91,3718745.62,50.84,BSE,IT,Cancelled,08-12-2024,INR,3748.16,3816.32,F&O
4150,391,88,Sell,Limit,01-06-2025,02:36:28,960,491.59,471926.4,81.02,BSE,Auto,Cancelled,11-09-2024,INR,449.53,510.08,Intraday
4151,68,137,Buy,StopLoss,24-02-2025,06:57:24,586,676.41,396376.26,53.9,BSE,FMCG,Pending,11-10-2024,INR,640.8,691.81,F&O
4152,420,281,Buy,Market,28-04-2025,20:19:03,374,1211.35,453044.9,18.83,NSE,Auto,Executed,10-09-2024,INR,1192.31,1228.12,F&O
4153,465,263,Sell,Limit,13-08-2025,15:07:02,452,3046.06,1376819.12,18.95,NSE,Auto,Cancelled,22-10-2024,INR,3029.06,3082.97,Intraday
4154,360,238,Buy,Market,25-10-2024,09:28:38,367,3789.38,1390702.46,71.15,BSE,Energy,Pending,31-12-2024,INR,3756.93,3803.35,F&O
4155,229,193,Buy,Market,24-03-2025,11:34:59,747,4771.77,3564512.19,67.44,BSE,IT,Executed,03-04-2025,INR,4744.32,4810.72,Intraday
4156,116,149,Buy,Limit,10-08-2025,20:39:11,846,303.52,256777.92,43.84,BSE,Energy,Executed,15-12-2024,INR,295.96,332.72,F&O
4157,464,209,Buy,Limit,20-08-2024,19:59:36,191,2234.05,426703.55,77.57,BSE,Pharma,Cancelled,19-02-2025,INR,2228.43,2267.03,Intraday
4158,448,298,Sell,Market,22-04-2025,19:19:26,230,3182.92,732071.6,19.7,NSE,Energy,Cancelled,11-06-2025,INR,3140.79,3227.81,Delivery
4159,243,62,Sell,Market,09-08-2025,17:34:26,170,985.96,167613.2,67.63,NSE,Energy,Pending,25-03-2025,INR,958.59,1033.6,Intraday
4160,290,239,Buy,Limit,07-10-2024,20:47:08,638,475.78,303547.64,61.32,NSE,Auto,Pending,09-02-2025,INR,427.96,514.63,Delivery
4161,438,182,Buy,Limit,26-07-2025,20:23:15,785,2767.24,2172283.4,20.6,BSE,FMCG,Cancelled,12-02-2025,INR,2718.34,2779.67,Delivery
4162,151,29,Sell,Limit,25-09-2024,18:48:35,988,2000.37,1976365.56,95.12,BSE,IT,Pending,24-06-2025,INR,1964.34,2021.2,F&O
4163,232,29,Buy,Limit,11-08-2025,11:11:30,899,3697.65,3324187.35,70.08,BSE,IT,Executed,18-10-2024,INR,3661.69,3728,Delivery
4164,480,125,Sell,StopLoss,12-07-2025,00:35:32,991,3547.05,3515126.55,82.06,NSE,Pharma,Cancelled,15-02-2025,INR,3531.03,3584.83,Intraday
4165,56,251,Buy,StopLoss,25-03-2025,21:21:35,619,1523.45,943015.55,96.56,BSE,FMCG,Cancelled,08-03-2025,INR,1507.48,1549.89,F&O
4166,472,266,Buy,StopLoss,24-03-2025,16:08:40,80,70.62,5649.6,65.04,NSE,Pharma,Cancelled,01-05-2025,INR,45.25,112.51,F&O
4167,179,289,Sell,Market,21-09-2024,04:33:54,527,181.43,95613.61,25.71,BSE,FMCG,Pending,16-05-2025,INR,171.05,229.72,Intraday
4168,422,143,Buy,Limit,17-06-2025,15:10:28,13,4795.68,62343.84,84.26,NSE,Auto,Pending,25-05-2025,INR,4765.81,4812.63,Delivery
4169,474,44,Sell,Market,28-11-2024,13:04:06,107,1242.86,132986.02,30.19,NSE,IT,Pending,02-08-2025,INR,1224.95,1270.08,F&O
