Trade_ID,User_ID,Stock_ID,Order_Type,Order_Mode,Trade_Date,Trade_Time,Quantity,Price_Per_Share,Total_Value,BrokerageFee,Exchange,Sector,Trade_Status,Settlement_Date,Currency,StopLoss,Target_Price,Holding_Type
21,436,167,Buy,Market,31-03-2025,23:50:27,264,3307.12,873079.68,45.06,BSE,Banking,Executed,09-05-2025,INR,3300.85,3317.24,F&O
22,129,274,Buy,Limit,09-09-2024,17:35:06,82,179.46,14715.72,12.65,NSE,Pharma,Executed,05-12-2024,INR,131.28,225.26,Intraday
23,376,202,Sell,StopLoss,26-11-2024,16:43:27,496,2876.18,1426585.28,18.92,BSE,IT,Pending,14-05-2025,INR,2837.39,2895.07,Delivery
24,416,37,Buy,StopLoss,14-01-2025,15:19:20,939,1230.85,1155768.15,25.65,NSE,IT,Executed,26-07-2025,INR,1207.39,1274.98,F&O
25,301,112,Buy,Limit,02-02-2025,23:49:19,586,372.66,218378.76,88.22,NSE,Pharma,Executed,23-06-2025,INR,366.02,385.06,Intraday
26,113,148,Buy,Market,25-06-2025,17:52:30,872,114.01,99416.72,63.79,NSE,IT,Cancelled,01-05-2025,INR,64.03,127.35,Intraday
27,392,277,Sell,Limit,18-12-2024,22:46:16,119,720.76,85770.44,8.11,BSE,Energy,Executed,19-12-2024,INR,673.35,731.13,Intraday
28,328,77,Buy,Limit,12-05-2025,16:56:19,231,581.52,134331.12,16.83,BSE,Pharma,Cancelled,30-04-2025,INR,567.39,613.94,Intraday
29,71,141,Buy,StopLoss,20-09-2024,06:50:01,875,1851.88,1620395,39.96,NSE,Auto,Cancelled,30-08-2024,INR,1845.61,1890.61,Delivery
30,300,55,Sell,Limit,05-03-2025,08:21:00,743,1990.88,1479223.84,67.34,BSE,FMCG,Executed,17-06-2025,INR,1957.87,2027.09,Delivery
31,181,269,Sell,Limit,25-12-2024,11:14:16,682,3771.93,2572456.26,52.41,NSE,Pharma,Pending,07-04-2025,INR,3734.81,3781,Delivery
32,70,97,Buy,StopLoss,20-05-2025,14:51:43,795,3106.01,2469277.95,63.95,BSE,FMCG,Pending,31-08-2024,INR,3063.38,3126.76,F&O
33,153,147,Buy,Market,28-05-2025,22:04:22,636,101.05,64267.8,47.77,NSE,Energy,Executed,05-06-2025,INR,60.21,143.17,Intraday
34,458,224,Sell,StopLoss,25-06-2025,18:01:31,878,1971.46,1730941.88,39.57,NSE,FMCG,Cancelled,11-01-2025,INR,1933.06,2001.34,Delivery
35,399,244,Buy,StopLoss,03-09-2024,02:04:11,373,4636.29,1729336.17,18.29,BSE,FMCG,Pending,15-04-2025,INR,4625.4,4679.1,Delivery
36,150,192,Buy,Limit,03-07-2025,06:28:44,468,4584.14,2145377.52,39.13,BSE,Banking,Executed,06-11-2024,INR,4568.81,4610.31,Intraday
37,24,226,Sell,StopLoss,14-05-2025,01:22:43,487,3166.2,1541939.4,79.82,BSE,Pharma,Cancelled,04-02-2025,INR,3154.06,3190.95,Intraday
38,138,77,Sell,StopLoss,28-03-2025,14:08:51,904,2878.48,2602145.92,7.42,BSE,Pharma,Executed,25-08-2024,INR,2829.82,2911.81,F&O
39,28,90,Sell,Limit,29-09-2024,23:07:09,902,3447.04,3109230.08,76.89,NSE,FMCG,Cancelled,18-11-2024,INR,3398.04,3458.22,Delivery
40,456,12,Sell,StopLoss,13-04-2025,18:26:03,673,4608.37,3101433.01,13.6,NSE,IT,Cancelled,21-04-2025,INR,4572.82,4655.61,F&O
41,357,215,Sell,Market,24-07-2025,19:24:30,631,175.84,110955.04,7.79,NSE,IT,Pending,15-10-2024,INR,147.81,203.23,Delivery
42,362,239,Sell,StopLoss,24-01-2025,08:55:57,233,3486.53,812361.49,9.99,NSE,Auto,Pending,20-08-2024,INR,3460.39,3491.76,Delivery
43,195,226,Sell,StopLoss,19-07-2025,02:04:30,36,3499.7,125989.2,84.72,BSE,Pharma,Cancelled,03-10-2024,INR,3469.76,3509.26,F&O
44,364,136,Buy,Limit,23-01-2025,09:12:32,683,2774.96,1895297.68,82.87,NSE,Banking,Cancelled,20-12-2024,INR,2740.69,2800.64,Delivery
45,427,137,Sell,Market,15-07-2025,09:02:09,430,3800.51,1634219.3,83.97,BSE,FMCG,Cancelled,14-11-2024,INR,3754.32,3822.82,Intraday
46,338,223,Buy,Market,22-12-2024,21:35:36,242,1473.52,356591.84,91.17,NSE,Pharma,Executed,27-08-2024,INR,1429.72,1482.82,Delivery
47,415,264,Buy,Limit,01-07-2025,07:24:13,842,1072.8,903297.6,26.22,BSE,IT,Cancelled,10-11-2024,INR,1046.65,1086.85,F&O
48,354,219,Buy,StopLoss,23-02-2025,14:32:08,703,1829.96,1286461.88,97.11,BSE,FMCG,Pending,09-09-2024,INR,1808.72,1863.95,F&O
49,449,288,Sell,StopLoss,15-04-2025,03:06:32,283,3061.71,866463.93,84.72,BSE,FMCG,Cancelled,29-10-2024,INR,3014.77,3107.61,Delivery
50,378,83,Buy,StopLoss,22-07-2025,20:07:41,447,882.04,394271.88,78.25,BSE,IT,Executed,29-04-2025,INR,850.31,918.95,Intraday
51,349,295,Sell,Market,04-03-2025,03:43:42,112,1261.47,141284.64,31.43,BSE,Pharma,Cancelled,14-02-2025,INR,1224.28,1308.51,Delivery
52,360,165,Sell,Limit,10-01-2025,13:48:20,323,1344.03,434121.69,21.91,NSE,IT,Pending,22-09-2024,INR,1314.72,1369.64,Delivery
53,198,233,Buy,Limit,09-08-2025,01:13:05,583,1801.75,1050420.25,66.84,NSE,Auto,Pending,28-02-2025,INR,1778.79,1823.13,Intraday
54,75,178,Sell,StopLoss,05-02-2025,19:12:23,170,1450.96,246663.2,93.95,NSE,Auto,Executed,12-05-2025,INR,1432.53,1496.23,Delivery
55,170,24,Buy,Limit,06-09-2024,04:42:05,263,4022.39,1057888.57,96.11,BSE,Pharma,Pending,13-12-2024,INR,3987.11,4035.71,Intraday
56,324,5,Buy,Limit,13-05-2025,01:13:34,526,1567.32,824410.32,54.58,NSE,IT,Executed,24-06-2025,INR,1536.54,1573.16,F&O
57,490,223,Sell,Limit,12-02-2025,16:58:02,517,2300.63,1189425.71,38.75,NSE,Pharma,Pending,24-10-2024,INR,2275.5,2333.37,Intraday
58,153,41,Buy,StopLoss,13-03-2025,02:02:41,735,1514.5,1113157.5,96.63,BSE,Energy,Cancelled,16-04-2025,INR,1493.46,1551.09,Intraday
59,41,276,Sell,Limit,27-02-2025,07:16:09,205,3573.26,732518.3,20.24,BSE,FMCG,Executed,27-10-2024,INR,3559.28,3586.68,Delivery
60,477,179,Buy,Limit,11-10-2024,17:11:30,193,1855.96,358200.28,14.39,NSE,Banking,Executed,22-12-2024,INR,1808.86,1874.09,Intraday
61,435,178,Sell,Market,25-10-2024,20:37:46,303,2672.73,809837.19,13.7,NSE,Auto,Pending,16-01-2025,INR,2623.4,2695.03,Delivery
62,82,20,Sell,Limit,02-07-2025,17:51:16,893,3112.7,2779641.1,17.43,NSE,Banking,Pending,17-07-2025,INR,3066.99,3123.75,F&O
63,274,157,Buy,StopLoss,25-01-2025,07:41:24,375,1528.06,573022.5,40.36,BSE,Auto,Pending,12-08-2025,INR,1482.38,1550.51,F&O
64,53,3,Buy,StopLoss,22-06-2025,02:59:49,33,353.85,11677.05,58.68,NSE,Banking,Executed,03-04-2025,INR,309.09,393.45,Delivery
65,478,51,Sell,Market,22-04-2025,02:34:27,851,2164.67,1842134.17,51.09,NSE,Banking,Executed,14-01-2025,INR,2155.12,2184.53,Delivery
66,340,251,Sell,Market,22-05-2025,14:30:15,371,4389.15,1628374.65,10.45,BSE,FMCG,Cancelled,12-12-2024,INR,4371.66,4417.74,F&O
67,90,231,Sell,Market,23-06-2025,00:55:19,431,1535.86,661955.66,17.13,BSE,Pharma,Pending,27-05-2025,INR,1528.25,1552.26,F&O
68,315,227,Sell,Market,18-04-2025,09:54:46,716,539.11,386002.76,73.51,NSE,Pharma,Executed,06-10-2024,INR,515.4,552.09,Delivery
69,102,21,Buy,Limit,19-05-2025,13:43:03,842,2728.41,2297321.22,75.11,NSE,Pharma,Cancelled,13-02-2025,INR,2700.86,2762.32,Intraday
70,163,1,Buy,StopLoss,26-07-2025,20:17:17,140,3833.02,536622.8,89.29,BSE,IT,Executed,08-05-2025,INR,3811.23,3881.71,F&O
71,173,220,Buy,Market,03-12-2024,16:29:53,673,2116.88,1424660.24,14.34,NSE,Energy,Executed,08-11-2024,INR,2067.93,2145.71,Intraday
72,73,280,Sell,Market,09-03-2025,03:10:12,120,4662.63,559515.6,59.96,NSE,FMCG,Executed,10-04-2025,INR,4657.16,4687.03,Intraday
73,407,125,Buy,Limit,20-04-2025,03:32:01,479,2916.97,1397228.63,43,NSE,Pharma,Pending,04-11-2024,INR,2902.81,2938.48,Delivery
74,142,153,Buy,Market,23-07-2025,14:39:57,253,276.85,70043.05,64.52,NSE,FMCG,Pending,04-07-2025,INR,268.03,317.02,Delivery
75,367,160,Buy,Limit,22-07-2025,20:51:19,926,1191.14,1102995.64,10.16,NSE,Energy,Executed,22-06-2025,INR,1153.24,1199.29,Intraday
76,112,128,Sell,Limit,22-02-2025,15:07:17,543,2897.55,1573369.65,76.16,NSE,Banking,Cancelled,16-07-2025,INR,2851.42,2938.9,Delivery
77,421,31,Sell,Market,19-01-2025,15:29:55,530,3498.14,1854014.2,16.24,BSE,FMCG,Executed,17-07-2025,INR,3477.03,3542.69,Delivery
78,279,280,Buy,Market,14-01-2025,20:29:44,717,2130.19,1527346.23,32.46,NSE,FMCG,Cancelled,29-11-2024,INR,2112.57,2175.16,Intraday
79,452,219,Buy,Market,14-07-2025,07:06:58,190,2992.69,568611.1,83.72,BSE,FMCG,Pending,03-12-2024,INR,2966.21,3002.84,Delivery
80,76,108,Buy,StopLoss,12-04-2025,16:40:01,247,3828.18,945560.46,8.2,NSE,Auto,Cancelled,18-04-2025,INR,3818.77,3870.16,Intraday
81,105,166,Buy,Market,28-09-2024,03:41:27,575,2174.71,1250458.25,19.06,BSE,Banking,Cancelled,11-01-2025,INR,2131.79,2182.49,F&O
82,42,127,Sell,Limit,15-01-2025,08:38:35,727,4872.42,3542249.34,63.42,NSE,IT,Pending,26-06-2025,INR,4856.1,4892.16,Intraday
83,310,29,Buy,Market,25-04-2025,03:54:04,343,3239.57,1111172.51,71.15,BSE,IT,Executed,01-12-2024,INR,3208.06,3271.28,F&O
84,286,29,Sell,Limit,28-11-2024,10:36:07,824,3328.79,2742922.96,75.01,BSE,IT,Executed,02-06-2025,INR,3280.11,3337.12,F&O
85,141,34,Sell,StopLoss,10-05-2025,16:18:41,558,4946.5,2760147,18.32,BSE,FMCG,Executed,25-08-2024,INR,4904.67,4972.72,Delivery
86,279,46,Sell,StopLoss,16-09-2024,07:17:10,780,663.74,517717.2,95.4,BSE,IT,Cancelled,19-10-2024,INR,623.79,694.77,Delivery
87,361,7,Buy,Limit,16-06-2025,08:13:17,890,1977.76,1760206.4,24.9,NSE,FMCG,Pending,01-06-2025,INR,1928.48,2004.38,Intraday
88,497,5,Buy,StopLoss,18-02-2025,11:21:18,1,564.44,564.44,33.82,NSE,IT,Cancelled,26-01-2025,INR,538.68,602.32,Delivery
89,43,183,Sell,Market,02-11-2024,02:23:10,302,850.98,256995.96,5.36,BSE,Auto,Executed,20-02-2025,INR,843.11,896.53,Delivery
90,496,144,Buy,Limit,26-03-2025,21:25:13,747,1618.13,1208743.11,45.02,BSE,Banking,Executed,20-11-2024,INR,1573.57,1638.98,F&O
91,474,142,Buy,Limit,05-06-2025,14:31:24,164,837.04,137274.56,27.08,BSE,Energy,Executed,17-10-2024,INR,818.29,883.82,Delivery
92,62,246,Buy,StopLoss,30-11-2024,16:27:05,550,3952.13,2173671.5,83.28,NSE,Energy,Cancelled,13-10-2024,INR,3913.39,3979.43,F&O
93,324,3,Sell,Market,24-09-2024,09:50:02,311,3346.8,1040854.8,86.48,NSE,Banking,Cancelled,26-10-2024,INR,3325.44,3387.32,Intraday
94,157,58,Sell,Limit,27-01-2025,07:54:27,37,2567.96,95014.52,15.16,NSE,IT,Executed,23-01-2025,INR,2552.34,2614.62,Intraday
95,194,119,Sell,Market,27-09-2024,19:19:43,84,3254.94,273414.96,26.23,NSE,FMCG,Pending,24-10-2024,INR,3236.06,3282.75,F&O
96,224,28,Buy,Limit,19-09-2024,21:41:52,545,2329.12,1269370.4,57.81,BSE,IT,Pending,22-12-2024,INR,2301.71,2371.21,Delivery
97,439,267,Sell,Limit,26-05-2025,23:45:28,851,4686.95,3988594.45,7.09,BSE,Energy,Pending,18-12-2024,INR,4663.95,4699.13,Intraday
98,443,170,Sell,StopLoss,04-06-2025,20:09:15,346,1052.88,364296.48,42.96,BSE,Energy,Executed,28-09-2024,INR,1034.95,1069.82,Delivery
99,214,300,Buy,Market,25-03-2025,17:10:49,738,4917.01,3628753.38,39.64,BSE,FMCG,Executed,27-05-2025,INR,4877.08,4951.99,F&O
100,297,175,Sell,Market,11-02-2025,05:42:56,394,2630.93,1036586.42,93.91,NSE,FMCG,Cancelled,23-08-2024,INR,2602.53,2666.55,Delivery
101,232,25,Buy,Market,29-07-2025,11:25:43,565,891.82,503878.3,37.15,BSE,Pharma,Cancelled,02-07-2025,INR,878.74,924.45,Delivery
102,129,56,Sell,Market,28-08-2024,17:20:50,443,2065.13,914852.59,55.71,NSE,Energy,Pending,06-11-2024,INR,2038.41,2070.59,Intraday
103,436,113,Buy,Market,17-05-2025,01:22:06,211,2807.35,592350.85,29.31,BSE,FMCG,Executed,03-07-2025,INR,2785.52,2827.37,Intraday
104,416,9,Sell,Market,25-05-2025,15:32:47,963,3878.63,3735120.69,57.15,NSE,Auto,Cancelled,13-07-2025,INR,3854.62,3914.91,Intraday
105,457,57,Sell,Market,22-06-2025,17:37:10,401,2271.82,910999.82,54.72,NSE,Pharma,Cancelled,08-03-2025,INR,2225.13,2308.63,Delivery
106,262,278,Sell,Limit,24-09-2024,21:43:37,436,2020.87,881099.32,63.04,NSE,Auto,Cancelled,25-07-2025,INR,1982.48,2042.55,F&O
107,387,36,Sell,Market,29-05-2025,22:19:05,148,4662.08,689987.84,38.64,NSE,Banking,Cancelled,05-01-2025,INR,4617.92,4677.15,Intraday
108,239,75,Buy,Market,23-02-2025,14:16:08,349,3665.24,1279168.76,23.08,BSE,FMCG,Cancelled,27-12-2024,INR,3616.26,3708.89,F&O
109,174,42,Sell,Limit,18-06-2025,00:54:22,223,3669.62,818325.26,23.37,NSE,Auto,Cancelled,11-01-2025,INR,3621.21,3710.94,Delivery
110,147,106,Buy,Market,23-03-2025,01:26:21,803,4668.34,3748677.02,87.45,NSE,Energy,Pending,23-03-2025,INR,4618.54,4701.33,Delivery
111,127,38,Sell,Market,17-08-2025,18:37:12,749,3430.01,2569077.49,58.6,BSE,IT,Executed,04-03-2025,INR,3420.81,3469.5,F&O
112,277,194,Sell,StopLoss,11-07-2025,11:02:14,395,1045.72,413059.4,46.21,BSE,Auto,Cancelled,25-12-2024,INR,1004.11,1073.42,Delivery
113,204,25,Sell,Limit,07-11-2024,08:13:51,944,257.96,243514.24,84.46,BSE,Pharma,Cancelled,31-07-2025,INR,221.96,299.16,Delivery
114,281,271,Sell,StopLoss,08-02-2025,23:42:19,868,570.81,495463.08,22.45,NSE,Pharma,Executed,02-10-2024,INR,543.24,617.25,Intraday
115,74,300,Sell,StopLoss,27-05-2025,13:40:58,870,3206.72,2789846.4,47.93,BSE,FMCG,Pending,12-08-2025,INR,3175.01,3213.71,Delivery
116,491,207,Buy,StopLoss,04-12-2024,22:40:05,431,647.12,278908.72,54.35,BSE,FMCG,Pending,02-11-2024,INR,635.12,691.21,F&O
117,60,22,Sell,Limit,15-04-2025,06:51:10,1000,1346.35,1346350,55.09,BSE,FMCG,Cancelled,12-07-2025,INR,1297.19,1363.22,F&O
118,469,128,Sell,Limit,23-11-2024,16:08:06,170,2100.71,357120.7,27.99,NSE,Banking,Executed,08-10-2024,INR,2064.07,2115.85,Delivery
119,468,145,Sell,StopLoss,03-07-2025,10:34:16,334,1800.25,601283.5,5.14,BSE,Auto,Pending,04-03-2025,INR,1794.16,1808.39,Delivery
120,167,131,Sell,Limit,29-08-2024,18:38:19,217,3020.9,655535.3,95.15,BSE,Auto,Cancelled,05-07-2025,INR,2978.98,3047.7,F&O
121,397,203,Sell,Market,03-06-2025,06:43:54,226,990.36,223821.36,71.41,BSE,Energy,Executed,02-12-2024,INR,964.32,999.33,Delivery
122,107,174,Buy,Market,27-11-2024,22:12:20,915,4340.8,3971832,44.17,BSE,IT,Executed,20-02-2025,INR,4292.2,4387.2,Intraday
123,304,293,Sell,StopLoss,22-12-2024,02:35:05,577,1415.09,816506.93,84.22,BSE,FMCG,Cancelled,06-11-2024,INR,1373.93,1427.38,Delivery
124,30,51,Sell,StopLoss,13-04-2025,04:18:16,892,3022.5,2696070,8.21,NSE,Banking,Pending,01-10-2024,INR,2997.48,3036.39,Intraday
125,238,173,Sell,Limit,27-01-2025,05:06:58,311,4851.06,1508679.66,66.23,BSE,FMCG,Pending,26-04-2025,INR,4841.35,4863.08,F&O
126,315,109,Sell,Market,11-12-2024,13:38:40,760,63.33,48130.8,23.43,BSE,Pharma,Pending,22-04-2025,INR,20.64,70.46,F&O
127,326,25,Buy,Limit,19-03-2025,09:56:21,582,4642.71,2702057.22,91.91,BSE,Pharma,Executed,31-01-2025,INR,4594.28,4648.34,F&O
128,270,33,Sell,Limit,02-12-2024,08:36:17,662,293.22,194111.64,90.84,NSE,Banking,Executed,14-11-2024,INR,256.02,317.77,Intraday
129,118,73,Buy,Limit,09-07-2025,22:32:30,19,1732.54,32918.26,78.3,NSE,Banking,Executed,23-12-2024,INR,1687.02,1779.06,F&O
130,61,268,Buy,Market,09-09-2024,04:20:02,789,3390.84,2675372.76,18.34,BSE,Energy,Executed,21-12-2024,INR,3346.72,3416.92,Intraday
131,145,122,Sell,Market,14-05-2025,04:15:39,527,213.07,112287.89,67.31,NSE,Energy,Pending,12-06-2025,INR,186.15,224.51,F&O
132,84,202,Sell,Limit,23-09-2024,07:16:10,578,3171.09,1832890.02,37.96,BSE,IT,Executed,13-03-2025,INR,3122.42,3198.22,F&O
133,292,211,Sell,StopLoss,26-01-2025,17:02:49,396,3516.35,1392474.6,97.91,NSE,Auto,Cancelled,16-10-2024,INR,3496.22,3528.47,Intraday
134,39,243,Sell,StopLoss,09-02-2025,20:09:51,604,1705.59,1030176.36,34.58,BSE,FMCG,Cancelled,05-08-2025,INR,1700.49,1725.45,F&O
135,413,25,Sell,Market,17-05-2025,05:03:24,386,2856.02,1102423.72,72.61,BSE,Pharma,Executed,15-07-2025,INR,2846.2,2902.34,Intraday
136,326,251,Sell,Market,25-02-2025,00:55:36,282,2907.03,819782.46,43.26,BSE,FMCG,Pending,23-06-2025,INR,2896.7,2950.92,Delivery
137,404,184,Buy,Market,15-03-2025,00:16:47,502,4326.7,2172003.4,56.57,NSE,Auto,Pending,06-07-2025,INR,4303.52,4352.9,Delivery
138,319,46,Sell,StopLoss,03-10-2024,20:03:15,553,2154.68,1191538.04,68.98,BSE,IT,Executed,04-02-2025,INR,2135.02,2201.04,Delivery
139,486,77,Buy,Market,17-03-2025,08:33:12,775,104.2,80755,76.15,BSE,Pharma,Cancelled,23-06-2025,INR,67.95,120.02,Intraday
140,467,116,Buy,Market,07-08-2025,20:17:45,183,4343.27,794818.41,75.42,NSE,FMCG,Cancelled,01-01-2025,INR,4296.22,4367.14,Delivery
141,315,170,Buy,StopLoss,01-07-2025,18:12:29,5,1209.97,6049.85,17.64,BSE,Energy,Cancelled,11-02-2025,INR,1185.83,1235.46,Intraday
142,308,142,Sell,Limit,10-12-2024,04:41:12,465,4647.36,2161022.4,57.92,BSE,Energy,Cancelled,18-04-2025,INR,4625.05,4654.04,Intraday
143,236,254,Buy,StopLoss,08-07-2025,15:03:44,436,2846.66,1241143.76,96.5,BSE,Pharma,Pending,09-10-2024,INR,2797.67,2872.12,F&O
144,148,24,Buy,Limit,12-01-2025,07:46:56,178,4373.29,778445.62,23.24,BSE,Pharma,Pending,20-11-2024,INR,4349.32,4420.21,Delivery
145,97,191,Sell,Limit,21-01-2025,15:05:40,706,2846.81,2009847.86,14.27,BSE,IT,Executed,27-12-2024,INR,2841.67,2888.72,Intraday
146,370,251,Buy,Market,12-05-2025,16:38:34,737,797.28,587595.36,10.73,BSE,FMCG,Pending,20-05-2025,INR,759.03,822.65,Delivery
147,14,80,Sell,StopLoss,13-12-2024,06:40:58,692,4174.87,2889010.04,56.12,BSE,IT,Cancelled,11-05-2025,INR,4126.02,4193.49,Delivery
148,490,47,Sell,Limit,15-08-2025,16:48:34,346,2107.53,729205.38,41.52,NSE,FMCG,Executed,24-10-2024,INR,2075.63,2136.64,Delivery
149,326,67,Buy,StopLoss,16-12-2024,02:41:20,301,3442.99,1036339.99,12.81,BSE,Pharma,Executed,06-10-2024,INR,3406.68,3478.22,Delivery
150,330,227,Sell,StopLoss,21-06-2025,09:09:48,443,2316.49,1026205.07,18.36,NSE,Pharma,Cancelled,07-07-2025,INR,2308.57,2344.2,F&O
151,193,140,Sell,Limit,31-07-2025,01:45:49,633,74.18,46955.94,28.87,NSE,Auto,Executed,09-08-2025,INR,33.56,86.52,Intraday
152,258,132,Sell,Market,22-03-2025,04:38:14,967,566.3,547612.1,99.53,BSE,Auto,Pending,06-03-2025,INR,556.79,572.1,Delivery
153,351,253,Buy,StopLoss,30-03-2025,15:02:35,582,3183.44,1852762.08,41.51,BSE,Banking,Cancelled,04-03-2025,INR,3142.6,3226.85,F&O
154,198,153,Sell,StopLoss,04-01-2025,04:00:16,447,2817.68,1259502.96,66.51,NSE,FMCG,Executed,25-08-2024,INR,2793.9,2850.32,Delivery
155,45,146,Buy,Market,05-10-2024,06:36:18,983,1687.02,1658340.66,82.39,BSE,Auto,Executed,09-06-2025,INR,1650.24,1706.27,F&O
156,464,99,Sell,Limit,04-09-2024,02:34:20,515,1373.83,707522.45,57.78,BSE,IT,Executed,20-12-2024,INR,1349.21,1421.79,Intraday
157,196,193,Buy,Limit,18-03-2025,08:06:48,498,3111.71,1549631.58,52.71,BSE,IT,Cancelled,14-04-2025,INR,3068.73,3142.79,Intraday
158,57,114,Sell,StopLoss,17-07-2025,12:28:46,808,1092.25,882538,79.52,NSE,FMCG,Cancelled,07-04-2025,INR,1070.87,1118.63,Delivery
159,425,146,Sell,StopLoss,14-12-2024,07:12:20,844,1090.69,920542.36,56.35,BSE,Auto,Pending,21-06-2025,INR,1041.73,1126.54,Delivery
160,311,296,Sell,StopLoss,10-05-2025,10:37:00,910,1267.3,1153243,46.97,BSE,FMCG,Pending,15-01-2025,INR,1240.72,1287.62,F&O
161,85,295,Sell,Market,31-08-2024,02:18:55,688,2924.6,2012124.8,30.06,BSE,Pharma,Executed,24-11-2024,INR,2891.44,2963.26,F&O
162,109,31,Buy,Market,08-05-2025,04:41:15,49,2693.73,131992.77,90.23,BSE,FMCG,Pending,16-05-2025,INR,2683.79,2736.34,Delivery
163,88,78,Buy,Market,15-08-2025,12:32:05,51,245.07,12498.57,27.88,NSE,Banking,Pending,22-03-2025,INR,211.86,265.9,F&O
164,343,66,Sell,Market,09-08-2025,15:40:32,179,4747.49,849800.71,71.48,NSE,IT,Pending,13-09-2024,INR,4718.26,4772.11,F&O
165,86,136,Sell,Market,02-02-2025,01:17:59,205,4823.23,988762.15,18.89,NSE,Banking,Pending,19-04-2025,INR,4810.78,4828.61,Delivery
166,170,19,Buy,StopLoss,14-08-2025,09:35:07,946,1815.45,1717415.7,17.62,BSE,Energy,Executed,13-08-2025,INR,1799.06,1844.68,Delivery
167,179,279,Buy,Limit,21-05-2025,08:59:33,267,3034.85,810304.95,11.6,BSE,Banking,Executed,18-04-2025,INR,3016.47,3081.81,F&O
168,249,31,Buy,Limit,11-02-2025,21:02:52,697,288.6,201154.2,83.71,BSE,FMCG,Pending,20-12-2024,INR,270.66,333.71,Intraday
169,229,272,Sell,Market,24-08-2024,00:20:24,756,1663.08,1257288.48,62,BSE,Energy,Cancelled,20-06-2025,INR,1645.39,1669.12,Delivery
170,24,159,Sell,StopLoss,29-10-2024,05:13:32,857,3845.92,3295953.44,67.66,NSE,IT,Executed,26-09-2024,INR,3827.17,3862.34,F&O
