Trade_ID,User_ID,Stock_ID,Order_Type,Order_Mode,Trade_Date,Trade_Time,Quantity,Price_Per_Share,Total_Value,BrokerageFee,Exchange,Sector,Trade_Status,Settlement_Date,Currency,StopLoss,Target_Price,Holding_Type
8014,394,85,Buy,StopLoss,10-10-2024,11:50:17,49,2341.67,114741.83,6.35,BSE,Energy,Executed,17-04-2025,INR,2324.91,2357.91,Intraday
8015,149,169,Sell,Market,14-01-2025,09:50:30,361,4992.01,1802115.61,88.88,BSE,Banking,Pending,28-12-2024,INR,4980.93,5005.45,F&O
8016,209,273,Buy,StopLoss,23-02-2025,21:03:18,719,4190.03,3012631.57,8.48,NSE,Pharma,Pending,15-04-2025,INR,4165.66,4234.95,Intraday
8017,232,186,Sell,StopLoss,21-03-2025,07:43:46,135,3039.89,410385.15,51.38,NSE,Pharma,Cancelled,30-01-2025,INR,3028.87,3045.58,Intraday
8018,48,296,Buy,StopLoss,16-05-2025,22:56:24,899,2570.05,2310474.95,21.16,BSE,FMCG,Executed,14-12-2024,INR,2525.31,2610.37,F&O
8019,98,110,Sell,Limit,21-09-2024,03:00:07,168,1909.78,320843.04,8.81,NSE,Banking,Pending,14-08-2025,INR,1895.67,1936.88,Delivery
8020,315,140,Sell,StopLoss,21-06-2025,00:12:07,639,2685.95,1716322.05,51.48,NSE,Auto,Pending,30-08-2024,INR,2642.37,2728.29,Delivery
8021,361,205,Sell,Limit,26-03-2025,07:04:34,493,798.39,393606.27,55.54,BSE,IT,Executed,03-12-2024,INR,778.72,842.14,Intraday
8022,402,62,Buy,StopLoss,22-10-2024,05:14:16,348,2355.69,819780.12,47.2,NSE,Energy,Cancelled,18-08-2024,INR,2331.54,2382.61,Intraday
8023,471,98,Buy,StopLoss,12-09-2024,17:15:31,339,4639.51,1572793.89,97.05,NSE,FMCG,Executed,07-06-2025,INR,4621.64,4647.67,Intraday
8024,421,217,Buy,StopLoss,31-05-2025,17:37:30,273,2689.21,734154.33,38.03,BSE,Energy,Cancelled,03-01-2025,INR,2656.36,2729.71,F&O
8025,137,45,Sell,Limit,22-04-2025,22:43:36,887,397.78,352830.86,38.91,BSE,Energy,Cancelled,17-06-2025,INR,351.2,442.93,F&O
8026,62,155,Buy,Limit,23-03-2025,06:23:15,331,4653.55,1540325.05,39.29,NSE,FMCG,Pending,17-10-2024,INR,4614.18,4689.61,Intraday
8027,422,121,Buy,Market,22-12-2024,10:21:16,194,494.38,95909.72,16.96,BSE,Energy,Executed,04-07-2025,INR,476.12,502.54,Intraday
8028,454,199,Sell,StopLoss,24-05-2025,17:24:24,113,108.6,12271.8,29.63,BSE,IT,Pending,18-02-2025,INR,90.97,128.52,F&O
8029,26,274,Buy,Market,31-05-2025,19:23:57,820,809.6,663872,44.62,NSE,Pharma,Cancelled,04-06-2025,INR,760.42,848.5,F&O
8030,312,270,Buy,StopLoss,22-05-2025,17:43:32,753,4077.86,3070628.58,76.38,BSE,Banking,Cancelled,14-07-2025,INR,4071.68,4115.21,F&O
8031,342,169,Buy,Limit,16-12-2024,02:58:50,521,4461.99,2324696.79,37.04,BSE,Banking,Cancelled,16-12-2024,INR,4431.43,4506.99,Intraday
8032,137,267,Sell,Market,02-12-2024,04:54:23,805,2825.37,2274422.85,40.59,BSE,Energy,Cancelled,29-11-2024,INR,2776.08,2855.37,Delivery
8033,280,32,Sell,Market,25-02-2025,22:06:20,257,1065.59,273856.63,99.73,NSE,Pharma,Cancelled,02-04-2025,INR,1050.06,1111.1,Delivery
8034,94,237,Sell,StopLoss,26-07-2025,15:15:38,99,2322.06,229883.94,94.79,BSE,IT,Executed,01-11-2024,INR,2313.95,2349.65,Intraday
8035,31,212,Sell,Market,13-05-2025,12:27:25,312,1982.21,618449.52,35.25,BSE,Banking,Cancelled,28-06-2025,INR,1949.21,1988.05,Intraday
8036,131,20,Sell,Market,27-03-2025,21:28:04,186,3346.7,622486.2,85.77,NSE,Banking,Cancelled,21-02-2025,INR,3306.83,3391.95,Delivery
8037,351,153,Buy,Limit,24-09-2024,04:57:33,173,4343.81,751479.13,87.36,NSE,FMCG,Cancelled,14-03-2025,INR,4295.61,4354.3,F&O
8038,220,34,Sell,Limit,19-05-2025,10:55:24,982,1889.95,1855930.9,6.87,BSE,FMCG,Cancelled,28-06-2025,INR,1857.14,1908.96,F&O
8039,57,38,Sell,StopLoss,06-05-2025,06:40:52,208,2940.99,611725.92,65.5,BSE,IT,Pending,06-04-2025,INR,2908.26,2961.5,Delivery
8040,487,130,Buy,Market,09-03-2025,00:59:48,430,1448.53,622867.9,82.72,BSE,Energy,Cancelled,01-01-2025,INR,1402.95,1493.44,Delivery
8041,490,37,Sell,Limit,28-05-2025,07:37:51,177,1594.34,282198.18,29.5,NSE,IT,Cancelled,15-06-2025,INR,1568.32,1618.5,Delivery
8042,258,214,Sell,Market,26-04-2025,14:04:17,948,1905.81,1806707.88,92.22,NSE,Pharma,Pending,17-02-2025,INR,1868.42,1949.86,F&O
8043,474,268,Sell,Limit,13-05-2025,10:56:22,950,3764.75,3576512.5,62.55,BSE,Energy,Cancelled,19-05-2025,INR,3754.78,3804.09,F&O
8044,99,272,Buy,Limit,26-08-2024,01:50:45,826,4983.41,4116296.66,78.17,BSE,Energy,Executed,13-08-2025,INR,4971.93,5017.93,Intraday
8045,249,171,Buy,Limit,19-12-2024,01:02:21,153,2562.42,392050.26,55.36,NSE,Auto,Cancelled,05-07-2025,INR,2514.1,2600.79,F&O
8046,69,114,Sell,Limit,22-03-2025,11:47:07,72,1493.39,107524.08,73.36,NSE,FMCG,Cancelled,21-02-2025,INR,1487.2,1523.66,Delivery
8047,234,42,Buy,Market,05-02-2025,09:04:45,230,1324.82,304708.6,56.94,NSE,Auto,Cancelled,19-01-2025,INR,1306.67,1364.85,Delivery
8048,8,20,Sell,Limit,15-05-2025,11:34:46,709,2977,2110693,42.34,NSE,Banking,Executed,25-01-2025,INR,2948.74,3024.03,F&O
8049,463,51,Sell,Market,09-03-2025,13:59:56,719,4219.49,3033813.31,22.31,NSE,Banking,Cancelled,09-01-2025,INR,4178.09,4236.88,F&O
8050,44,121,Sell,Market,08-01-2025,10:50:27,446,1579.53,704470.38,97.3,BSE,Energy,Executed,10-04-2025,INR,1569.16,1619.75,F&O
8051,426,218,Buy,Limit,22-02-2025,13:12:57,354,725.27,256745.58,90.41,NSE,Energy,Cancelled,09-12-2024,INR,678.55,747.8,F&O
8052,168,244,Buy,StopLoss,04-09-2024,18:33:55,38,4372.98,166173.24,49.44,BSE,FMCG,Cancelled,11-04-2025,INR,4356.74,4408.85,Delivery
8053,390,289,Buy,Limit,27-01-2025,01:25:30,819,3888.84,3184959.96,57.31,BSE,FMCG,Pending,25-10-2024,INR,3867.06,3915.55,Delivery
8054,358,166,Buy,StopLoss,27-11-2024,13:22:18,866,3192.71,2764886.86,65.91,BSE,Banking,Cancelled,12-12-2024,INR,3180.41,3240.83,Intraday
8055,348,61,Sell,StopLoss,16-09-2024,11:41:27,238,3400.54,809328.52,76.13,BSE,Auto,Cancelled,29-12-2024,INR,3385.4,3419.52,F&O
8056,277,276,Sell,StopLoss,28-06-2025,19:30:55,748,2976.51,2226429.48,27.7,BSE,FMCG,Cancelled,02-11-2024,INR,2927.36,3000.01,Delivery
8057,42,204,Buy,StopLoss,18-12-2024,01:43:01,127,3878.62,492584.74,79.19,BSE,Auto,Cancelled,09-08-2025,INR,3862.05,3919.57,Intraday
8058,2,273,Buy,StopLoss,19-12-2024,18:33:17,228,2629.89,599614.92,33.46,NSE,Pharma,Executed,26-01-2025,INR,2622.16,2663.34,Delivery
8059,340,1,Buy,Limit,05-06-2025,12:59:31,673,1995.26,1342809.98,32.81,BSE,IT,Pending,26-05-2025,INR,1982,2025.87,Intraday
8060,115,7,Buy,Limit,14-12-2024,09:23:22,420,4791.37,2012375.4,52.33,NSE,FMCG,Cancelled,05-05-2025,INR,4742.48,4805.76,Delivery
8061,36,94,Buy,Limit,06-11-2024,03:22:30,545,1402.6,764417,43.45,NSE,FMCG,Executed,30-08-2024,INR,1371.97,1429.7,Delivery
8062,493,29,Sell,Market,20-02-2025,15:00:08,20,4425.1,88502,38.35,BSE,IT,Cancelled,02-07-2025,INR,4394.83,4451.67,Intraday
8063,127,143,Sell,Market,28-04-2025,23:42:36,995,2428.29,2416148.55,8.36,NSE,Auto,Executed,02-11-2024,INR,2401.82,2449.21,Delivery
8064,297,185,Buy,Limit,01-07-2025,12:45:15,821,3193.37,2621756.77,61.84,NSE,Pharma,Cancelled,21-02-2025,INR,3159.73,3206.55,Intraday
8065,68,204,Sell,Limit,10-02-2025,00:53:53,782,3739.9,2924601.8,36.67,BSE,Auto,Cancelled,18-10-2024,INR,3720.28,3777.57,Intraday
8066,203,225,Buy,StopLoss,03-01-2025,01:37:03,248,1048.39,260000.72,7.39,NSE,FMCG,Executed,03-11-2024,INR,1021.86,1075.03,Intraday
8067,422,131,Buy,Market,31-05-2025,01:48:38,202,4495.58,908107.16,56.08,BSE,Auto,Executed,27-02-2025,INR,4449.57,4525.27,F&O
8068,243,48,Sell,Market,02-01-2025,13:55:06,547,3414.97,1867988.59,25.8,NSE,IT,Cancelled,27-01-2025,INR,3374.35,3460.9,Intraday
8069,304,71,Buy,Limit,27-03-2025,07:26:52,694,3137.65,2177529.1,85.96,BSE,Pharma,Cancelled,25-05-2025,INR,3092.75,3176.59,Delivery
8070,50,130,Buy,Market,21-07-2025,10:42:47,99,4709.61,466251.39,91.79,BSE,Energy,Cancelled,07-06-2025,INR,4664.16,4739.4,Delivery
8071,470,283,Sell,Market,16-05-2025,06:58:34,813,209.12,170014.56,16.34,NSE,Banking,Pending,27-06-2025,INR,175.29,224.27,F&O
8072,113,188,Sell,StopLoss,16-12-2024,23:05:49,113,2182.45,246616.85,15.51,NSE,FMCG,Executed,22-06-2025,INR,2160.91,2197.93,F&O
8073,21,216,Sell,StopLoss,18-10-2024,13:00:12,518,2509.88,1300117.84,45.37,NSE,Auto,Pending,23-10-2024,INR,2499.27,2555.57,Delivery
8074,373,193,Buy,Market,23-04-2025,16:15:15,363,724.44,262971.72,60.8,BSE,IT,Cancelled,30-03-2025,INR,697.77,743.49,Delivery
8075,6,252,Sell,Limit,05-02-2025,01:20:06,897,2217.8,1989366.6,69.05,BSE,FMCG,Executed,04-11-2024,INR,2178.73,2248.91,Delivery
8076,424,22,Buy,Market,10-09-2024,08:33:55,303,1222.25,370341.75,41.27,BSE,FMCG,Pending,14-11-2024,INR,1194.37,1238.82,Intraday
8077,335,92,Buy,Limit,19-05-2025,05:38:36,93,1662.89,154648.77,97.9,NSE,Auto,Executed,12-04-2025,INR,1651.48,1703.77,Delivery
8078,413,168,Sell,Market,30-05-2025,11:38:43,515,3409.92,1756108.8,35.88,BSE,Banking,Executed,07-12-2024,INR,3361.71,3421.86,F&O
8079,449,229,Sell,StopLoss,26-11-2024,20:23:14,316,2856.14,902540.24,19.99,NSE,Banking,Executed,22-06-2025,INR,2816.28,2889.75,F&O
8080,145,46,Sell,Limit,12-09-2024,17:27:49,264,2879.1,760082.4,25.7,BSE,IT,Cancelled,20-10-2024,INR,2851.01,2917.69,Intraday
8081,444,100,Buy,Limit,04-01-2025,17:55:39,988,4870.64,4812192.32,58.08,NSE,Energy,Executed,02-04-2025,INR,4832.69,4914.95,Delivery
8082,129,31,Sell,StopLoss,18-12-2024,07:52:27,961,1458.46,1401580.06,10.58,BSE,FMCG,Executed,23-08-2024,INR,1445.69,1499.31,Intraday
8083,28,263,Sell,Market,24-07-2025,11:11:15,742,431.34,320054.28,36.06,NSE,Auto,Cancelled,03-05-2025,INR,413.71,446.42,F&O
8084,49,236,Buy,StopLoss,21-02-2025,13:33:42,713,699.19,498522.47,7.92,NSE,Auto,Pending,20-01-2025,INR,650.29,737.1,Delivery
8085,401,151,Sell,Limit,08-07-2025,04:25:51,955,4352.84,4156962.2,21.02,BSE,IT,Executed,14-10-2024,INR,4339.69,4398.25,Intraday
8086,319,164,Buy,Limit,22-01-2025,15:22:21,163,3533.53,575965.39,57.13,BSE,IT,Cancelled,04-08-2025,INR,3522.46,3572.13,Intraday
8087,336,175,Sell,StopLoss,06-07-2025,11:48:46,600,2227.6,1336560,5.37,NSE,FMCG,Executed,18-07-2025,INR,2178.7,2276.13,Intraday
8088,129,50,Sell,StopLoss,07-02-2025,07:53:47,926,2293.41,2123697.66,87.55,NSE,Banking,Cancelled,21-09-2024,INR,2269.38,2317.04,Delivery
8089,420,216,Buy,StopLoss,31-12-2024,07:32:00,73,2497.62,182326.26,8.13,NSE,Auto,Pending,16-08-2025,INR,2480.18,2538.26,Delivery
8090,223,106,Sell,StopLoss,23-06-2025,19:47:22,417,607.64,253385.88,38.31,NSE,Energy,Pending,30-09-2024,INR,567.18,647.33,Delivery
8091,69,82,Buy,StopLoss,16-11-2024,20:11:02,4,4383.77,17535.08,32.92,BSE,Energy,Executed,08-10-2024,INR,4351.61,4412.22,F&O
8092,82,99,Sell,Limit,07-03-2025,17:57:02,440,4337.92,1908684.8,62.74,BSE,IT,Executed,14-07-2025,INR,4321.8,4370.75,Intraday
8093,84,258,Buy,Market,12-04-2025,15:31:39,546,1967.61,1074315.06,82.89,NSE,Energy,Pending,15-04-2025,INR,1920.74,1994.32,F&O
8094,389,33,Buy,Limit,06-01-2025,22:40:26,653,1776.78,1160237.34,13.56,NSE,Banking,Executed,21-02-2025,INR,1758.87,1808.24,F&O
8095,336,202,Buy,Market,20-03-2025,04:17:17,504,3346.77,1686772.08,35.78,BSE,IT,Pending,11-09-2024,INR,3301.98,3386.89,Delivery
8096,256,135,Buy,Limit,11-02-2025,11:01:17,363,4372.7,1587290.1,53.98,BSE,FMCG,Cancelled,26-02-2025,INR,4362.34,4403.84,Delivery
8097,142,60,Buy,Market,28-04-2025,20:35:22,789,2763.02,2180022.78,43.96,BSE,Auto,Executed,24-12-2024,INR,2751.58,2812.03,Delivery
8098,142,95,Sell,Limit,31-12-2024,05:01:49,146,282.51,41246.46,18.26,BSE,Pharma,Cancelled,29-01-2025,INR,257.41,311.81,Intraday
8099,290,226,Buy,StopLoss,04-12-2024,23:47:03,805,1491.15,1200375.75,70.53,BSE,Pharma,Executed,23-05-2025,INR,1453.6,1510.83,F&O
8100,138,168,Buy,Market,07-02-2025,19:54:19,923,4183.89,3861730.47,29.77,BSE,Banking,Cancelled,08-12-2024,INR,4164.73,4212.36,F&O
8101,11,82,Buy,StopLoss,02-03-2025,15:23:10,379,4547.27,1723415.33,99.82,BSE,Energy,Executed,09-07-2025,INR,4511.35,4594.12,Delivery
8102,37,45,Buy,Market,06-02-2025,13:11:48,717,2893.53,2074661.01,98.34,BSE,Energy,Executed,08-10-2024,INR,2887.1,2907.1,F&O
8103,407,34,Buy,Limit,23-07-2025,22:45:54,430,3674.51,1580039.3,59.87,BSE,FMCG,Executed,12-09-2024,INR,3667.05,3696.29,Intraday
8104,241,136,Buy,StopLoss,24-02-2025,20:39:53,300,545.2,163560,92.12,NSE,Banking,Executed,16-04-2025,INR,506.62,558.25,F&O
8105,497,77,Buy,Market,28-04-2025,21:18:44,30,3471.66,104149.8,36.06,BSE,Pharma,Pending,28-02-2025,INR,3423.29,3499.76,Intraday
8106,337,9,Sell,Limit,11-10-2024,07:44:49,455,3100.33,1410650.15,85.01,NSE,Auto,Executed,13-11-2024,INR,3092.46,3113.95,Intraday
8107,463,14,Sell,StopLoss,06-02-2025,05:53:36,374,3276.51,1225414.74,81.09,NSE,Pharma,Executed,10-11-2024,INR,3226.89,3320.22,F&O
8108,242,87,Sell,Limit,15-07-2025,10:31:14,850,2995.2,2545920,83.23,NSE,FMCG,Executed,16-01-2025,INR,2964.86,3022.76,F&O
8109,51,183,Sell,Limit,11-04-2025,20:57:46,65,70.25,4566.25,62.94,BSE,Auto,Pending,03-08-2025,INR,60.85,87.58,Intraday
8110,229,47,Buy,Market,14-12-2024,06:43:34,553,4541.44,2511416.32,79.51,NSE,FMCG,Executed,02-08-2025,INR,4509.29,4550.35,F&O
8111,385,65,Sell,Limit,01-08-2025,04:06:31,571,4182.09,2387973.39,23.04,NSE,Energy,Cancelled,05-12-2024,INR,4138.28,4226.6,Delivery
8112,251,276,Buy,Limit,05-04-2025,13:24:32,501,600.53,300865.53,24.54,BSE,FMCG,Pending,02-07-2025,INR,578.58,647.38,F&O
8113,20,285,Sell,StopLoss,05-03-2025,17:52:51,193,2579.13,497772.09,95.77,BSE,Auto,Pending,28-06-2025,INR,2554.25,2623.04,Intraday
8114,37,278,Buy,Market,14-08-2025,11:10:39,362,952.26,344718.12,45.17,NSE,Auto,Pending,18-03-2025,INR,929.19,974.63,Intraday
8115,280,57,Sell,StopLoss,24-01-2025,15:52:48,596,2866.34,1708338.64,57.24,NSE,Pharma,Pending,29-01-2025,INR,2860.18,2901.25,F&O
8116,205,118,Buy,Limit,20-09-2024,11:33:30,933,763.88,712700.04,62.84,BSE,Energy,Pending,11-09-2024,INR,730.07,804.43,Intraday
8117,196,236,Sell,Limit,02-04-2025,08:57:47,22,4401.94,96842.68,93.9,NSE,Auto,Cancelled,07-06-2025,INR,4381.72,4427.01,Intraday
8118,120,275,Sell,Market,30-04-2025,22:55:37,798,2847.58,2272368.84,49,NSE,Pharma,Pending,27-02-2025,INR,2842.22,2852.71,Intraday
8119,205,262,Sell,Limit,15-09-2024,20:55:11,454,3977.21,1805653.34,95.37,BSE,Pharma,Pending,11-06-2025,INR,3970.69,3995.16,F&O
8120,112,180,Buy,Limit,09-11-2024,09:53:11,457,1955,893435,62.26,BSE,Energy,Cancelled,17-06-2025,INR,1929.75,1991.67,F&O
8121,158,269,Buy,Limit,14-08-2025,23:57:32,490,2049.3,1004157,28.98,NSE,Pharma,Executed,20-09-2024,INR,2022.77,2095.88,F&O
8122,313,121,Buy,Limit,09-08-2025,17:50:16,887,4314.58,3827032.46,16.62,BSE,Energy,Cancelled,08-04-2025,INR,4307.04,4348.91,F&O
8123,227,217,Buy,StopLoss,02-03-2025,08:11:48,604,4511.07,2724686.28,16.64,BSE,Energy,Cancelled,04-03-2025,INR,4467.44,4531.88,F&O
8124,401,219,Sell,StopLoss,18-01-2025,05:50:45,672,4720.27,3172021.44,28.68,BSE,FMCG,Executed,10-08-2025,INR,4697.15,4742.95,F&O
8125,332,75,Sell,Market,31-08-2024,03:07:28,909,2085.86,1896046.74,19.75,BSE,FMCG,Pending,19-06-2025,INR,2057.78,2113.6,Delivery
8126,124,82,Sell,Limit,04-03-2025,15:35:47,180,3659.31,658675.8,26.64,BSE,Energy,Cancelled,26-06-2025,INR,3629.93,3704.62,Intraday
8127,418,63,Sell,Limit,23-09-2024,07:59:02,343,2167.97,743613.71,32.95,NSE,FMCG,Executed,08-12-2024,INR,2140.25,2200.19,Delivery
8128,177,38,Sell,Limit,07-10-2024,21:03:59,400,970.21,388084,85.77,BSE,IT,Pending,19-08-2024,INR,961.23,993.32,Delivery
8129,171,31,Sell,Limit,09-07-2025,13:32:10,775,2387.23,1850103.25,98.75,BSE,FMCG,Pending,09-02-2025,INR,2375.36,2407.48,F&O
8130,217,131,Buy,Limit,28-02-2025,11:14:03,903,4094.56,3697387.68,82.18,BSE,Auto,Executed,02-06-2025,INR,4079.08,4120.67,Intraday
8131,274,8,Sell,Limit,10-03-2025,12:48:19,245,2646.26,648333.7,32.22,BSE,FMCG,Executed,13-08-2025,INR,2600.48,2660.89,F&O
8132,62,217,Sell,Limit,07-01-2025,20:02:25,686,1376.03,943956.58,8.45,BSE,Energy,Pending,12-12-2024,INR,1346.65,1400.96,Intraday
8133,474,268,Buy,StopLoss,17-07-2025,13:18:34,830,3649.09,3028744.7,99.74,BSE,Energy,Executed,28-10-2024,INR,3625,3678.29,Delivery
8134,224,195,Buy,Market,29-09-2024,22:32:51,580,4754.28,2757482.4,14.57,NSE,Banking,Pending,12-06-2025,INR,4724.98,4767.91,Intraday
8135,130,91,Sell,StopLoss,01-03-2025,13:07:30,561,514.51,288640.11,42.09,BSE,Energy,Cancelled,14-07-2025,INR,481.39,523.2,Delivery
8136,24,113,Buy,Limit,30-07-2025,09:06:03,765,1419.92,1086238.8,52.78,BSE,FMCG,Executed,04-06-2025,INR,1376.31,1438.8,Intraday
8137,391,21,Sell,Market,29-11-2024,17:36:14,396,1899.19,752079.24,66.5,NSE,Pharma,Executed,03-11-2024,INR,1868.38,1924.76,Intraday
8138,215,145,Sell,Limit,23-09-2024,14:09:46,45,1033.41,46503.45,28.63,BSE,Auto,Cancelled,11-09-2024,INR,1008.72,1047.19,Delivery
8139,82,230,Sell,StopLoss,08-03-2025,19:00:43,326,3934.28,1282575.28,38.14,BSE,Pharma,Executed,23-07-2025,INR,3897.36,3982.72,Intraday
8140,181,2,Sell,Limit,17-11-2024,11:48:49,529,4580.5,2423084.5,61.27,NSE,Auto,Executed,03-02-2025,INR,4573.19,4619.1,F&O
8141,41,176,Buy,StopLoss,21-04-2025,21:50:50,782,1503.88,1176034.16,48.73,BSE,Pharma,Pending,28-09-2024,INR,1459.11,1510.5,Delivery
8142,104,47,Buy,StopLoss,11-01-2025,15:07:45,460,3367.52,1549059.2,15.24,NSE,FMCG,Executed,04-02-2025,INR,3355.14,3416.09,Intraday
8143,312,253,Buy,Limit,17-08-2025,18:38:19,177,1667.83,295205.91,37.45,BSE,Banking,Pending,16-09-2024,INR,1640.91,1706.66,Delivery
8144,284,250,Sell,StopLoss,30-11-2024,05:22:36,637,4093.51,2607565.87,47.94,NSE,IT,Pending,06-06-2025,INR,4074.99,4117.51,Delivery
8145,437,251,Sell,Limit,07-09-2024,16:36:03,838,2158.42,1808755.96,19.94,BSE,FMCG,Cancelled,08-03-2025,INR,2111.13,2194.63,F&O
8146,167,181,Buy,Market,03-02-2025,05:23:36,900,3865.51,3478959,87.75,NSE,Energy,Pending,22-06-2025,INR,3822.18,3913.46,F&O
8147,479,96,Buy,StopLoss,19-07-2025,06:14:22,843,4601.41,3878988.63,84.64,BSE,Pharma,Executed,15-06-2025,INR,4570.89,4642.44,F&O
8148,158,175,Sell,Market,08-07-2025,17:14:04,589,3310.27,1949749.03,26.81,NSE,FMCG,Cancelled,29-12-2024,INR,3261.53,3348.93,Delivery
8149,348,282,Sell,Limit,14-03-2025,04:23:08,503,750.29,377395.87,56.79,BSE,Energy,Cancelled,27-05-2025,INR,745.11,772.47,F&O
8150,227,200,Sell,Market,03-03-2025,08:45:32,845,2873.86,2428411.7,93.54,NSE,FMCG,Pending,14-07-2025,INR,2867.22,2907.87,F&O
8151,155,249,Sell,StopLoss,06-09-2024,03:00:25,605,4197.29,2539360.45,46.62,NSE,IT,Cancelled,05-03-2025,INR,4179.7,4230.08,Intraday
8152,280,205,Sell,Limit,20-12-2024,23:49:21,78,3644.86,284299.08,95.78,BSE,IT,Pending,06-02-2025,INR,3639.49,3654.27,F&O
8153,447,3,Sell,StopLoss,19-03-2025,13:11:55,496,4333.4,2149366.4,71.18,NSE,Banking,Cancelled,01-01-2025,INR,4327.54,4361.84,Delivery
8154,203,54,Sell,StopLoss,16-09-2024,14:00:28,863,3153.39,2721375.57,43.51,BSE,Auto,Executed,20-03-2025,INR,3137.31,3158.74,Delivery
8155,377,137,Buy,Limit,28-01-2025,01:12:35,359,2717.66,975639.94,49.15,BSE,FMCG,Cancelled,31-10-2024,INR,2686.38,2765.8,F&O
8156,332,42,Buy,Limit,05-06-2025,09:47:43,131,1105.04,144760.24,28.52,NSE,Auto,Cancelled,28-07-2025,INR,1085.29,1116.29,F&O
8157,55,179,Buy,StopLoss,04-02-2025,04:53:55,44,4147.73,182500.12,60.95,NSE,Banking,Cancelled,05-03-2025,INR,4117.11,4171.24,Intraday
8158,395,182,Buy,Market,30-07-2025,05:16:08,618,250.24,154648.32,72.24,BSE,FMCG,Cancelled,24-08-2024,INR,211.15,296.53,F&O
8159,364,54,Sell,Limit,18-11-2024,17:33:38,673,2155.53,1450671.69,45.74,BSE,Auto,Pending,18-08-2024,INR,2142.84,2201.04,F&O
8160,262,169,Buy,Market,18-08-2025,22:37:25,14,4135.37,57895.18,39.25,BSE,Banking,Executed,19-10-2024,INR,4127.47,4175.2,Intraday
8161,366,38,Sell,Limit,27-04-2025,10:45:10,978,2386.13,2333635.14,26.96,BSE,IT,Executed,31-03-2025,INR,2369.58,2415.35,Delivery
8162,170,139,Sell,Limit,11-10-2024,04:03:22,183,2133.58,390445.14,38.31,NSE,Banking,Executed,24-12-2024,INR,2108.61,2173.92,Delivery
8163,430,204,Buy,Market,30-06-2025,05:45:55,870,189.66,165004.2,80.23,BSE,Auto,Executed,02-09-2024,INR,166.77,217.48,F&O
8164,257,157,Buy,StopLoss,03-11-2024,12:27:16,598,1243.22,743445.56,99.02,BSE,Auto,Pending,12-07-2025,INR,1229.58,1284.59,F&O
8165,257,123,Sell,Market,17-09-2024,05:35:18,405,105.71,42812.55,63.08,NSE,IT,Cancelled,12-08-2025,INR,88.15,149.95,Delivery
8166,109,120,Buy,StopLoss,18-10-2024,13:25:15,81,1051.4,85163.4,70.78,NSE,FMCG,Cancelled,08-05-2025,INR,1018.87,1080.35,F&O
8167,6,215,Sell,StopLoss,10-03-2025,20:45:08,456,3673.54,1675134.24,97.77,NSE,IT,Executed,11-10-2024,INR,3635.7,3713.82,F&O
8168,47,117,Buy,Market,04-11-2024,07:31:09,711,2078.49,1477806.39,95.52,BSE,FMCG,Cancelled,14-02-2025,INR,2043.87,2101.12,Intraday
